PTGDS,DGKK,KIAA0319L,KIR2DL3,PPP4C,LILRB1,MBOAT7,LRRC25,KIR2DL1,TNFAIP2,LSP1,ABHD2,RHOG,APOBR,IFITM3,ADGRG3,SH2B2,HLA-C,PLOD1,MGRN1,PLIN3,IKBKG,RAB3D,LOC102724984,TRAFD1,ZYX,TPD52L2,SLC15A3,ILK,C15orf39,TNFSF14,SH2D3C,NACC2,TLE3,AGTRAP,FCGRT,PLEKHG3,GPX3,KIR3DL1,PILRA,TYROBP,MGAT1,RPS6KA1,LILRA2,PTPN6,KIR3DL3,CXCL16,PLAUR,EFHD2,MAST3,SPI1,GNB2,P2RX1,RNF19B,TFE3,OS9,NCF1,UPF1,IFITM2,KDM6B,ZBED1,SIRPB1,CTSD,DGKH,FES,PREX1,MIR6837,S100A11,LOC100130872,SIRPD,FAM102A,AMPD2,MMP9,LAT2,CUEDC1,LTB4R,IQSEC1,CA4,CTDSP1,NINJ1,IL17RA,MYD88,SLC44A2,TFEB,GBAP1,MYO1F,FGR,OSCAR,CMIP,BCL2,JARID2,GRN,PSTPIP1,BRMS1,CHST15,CST7,SLC11A1,GRK6,SLX1B-SULT1A4,ATG13,Disease
6.865333333333333,3.826,7.805999999999999,4.903,8.582,7.458,8.355,8.03,6.249,8.157499999999999,9.028,7.238333333333333,10.77,7.106,12.039,8.350000000000001,7.198,12.863,7.383,8.321,7.815,7.5105,6.5335,8.727,5.5855,8.945,9.395,6.364,8.732,6.273666666666666,6.8295,7.029,6.5065,6.97125,8.539666666666667,9.503,6.30025,5.113,5.507,8.772499999999999,12.343,8.218,8.649,8.73625,10.013,5.569,7.544,7.591666666666666,9.078,8.136,8.036,9.062,8.069,7.635,5.50975,8.6135,10.35,6.185,12.565,7.5966,6.154,6.157666666666667,6.56,3.6778,7.461,9.299,7.47,11.451,6.618,5.792,5.437,8.388,9.335,8.0895,5.7795000000000005,7.035666666666667,8.2835,6.3875,9.285,9.986,8.636000000000001,11.308,8.0785,7.029,6.7045,10.442,9.804,7.186,6.245666666666668,4.975,6.328333333333333,9.114333333333333,8.389,7.126,7.922000000000001,10.394,6.486166666666667,8.088000000000001,8.134,6.785,CONTROL
6.583333333333333,3.961,7.432,4.988,8.673,7.32,8.3475,8.384,6.288,7.6795,9.941,6.639833333333333,11.086,7.343,12.265,7.281000000000001,7.107,12.73825,6.863,8.129,7.671,7.5065,6.451499999999999,8.509,5.672499999999999,9.174,9.124,6.349,8.903,6.579666666666665,6.775,7.052,5.7575,6.814,7.870333333333332,9.052,5.83,5.124499999999999,5.542,8.608,11.804,8.129,8.977,8.286999999999999,10.339,6.112,6.956,7.294333333333333,8.8765,7.583,8.255,9.403,7.454,7.942,5.732749999999999,8.3985,10.449,6.3165,12.6845,7.1496,6.106,5.996333333333333,5.976,3.561,6.846,8.9575,7.531,11.411,6.9415,5.376,5.93,7.737,8.415,7.65,5.878,6.382000000000001,8.1225,5.7355,9.204,9.865,8.39775,11.235,8.033,7.477500000000001,6.6235,10.121,9.411,6.407,5.986999999999999,5.29925,6.212666666666666,8.786,7.877,7.615,7.358,9.712,5.827999999999999,8.345,8.330333333333334,7.001666666666666,CONTROL
6.343333333333334,3.918,6.8855,4.943,8.113,6.681,8.347999999999999,8.17,6.418,7.563000000000001,9.561,6.5385,10.748,6.98,12.038,7.351,6.724,12.39375,6.413,8.016,7.333,7.624499999999999,6.725,8.177,5.914,8.908000000000001,8.718,6.27,8.793,6.609666666666667,6.7625,6.666333333333334,5.882,6.9135,7.599,8.964,5.7945,5.2845,5.496,8.544,11.042,8.073,8.323,7.720499999999999,9.828,5.225,7.417,7.516333333333333,8.378,7.203,7.868,8.966,7.403,7.851,5.4915,8.274000000000001,10.165,6.2115,12.4785,7.5174,5.6735,6.061,6.349,3.3362000000000003,6.721,8.620000000000001,7.372,10.92,6.5665,5.253,6.082,7.352,8.793,7.444,5.7985,6.224666666666667,8.119,6.0295000000000005,8.812,9.085,8.0375,10.691,7.8855,7.213,6.205,9.93,8.829,6.059,6.379333333333332,5.2865,6.233333333333333,8.246666666666668,7.041,7.371,7.146000000000001,8.852,5.980666666666667,8.1285,7.308666666666667,6.983999999999999,CONTROL
5.823666666666667,3.856,6.9385,3.987,8.111,6.756,8.003,7.867,5.578,7.5825,9.18,6.917333333333333,10.298,7.187,11.772,6.8205,6.525,12.65925,7.076,7.721,7.702,7.329499999999999,6.6105,7.661,5.9815000000000005,8.463000000000001,8.426,6.053,8.897,6.216333333333334,6.74,6.663,6.1885,7.12625,7.014333333333333,8.342,5.55,4.8545,4.998,8.342,11.007,7.813,8.368,7.53375,9.718,4.93,7.133,7.1003333333333325,8.2265,7.29,7.352,8.447,6.908,7.2805,5.06325,8.1875,9.625,6.2765,12.198,6.8334,6.1175,6.331333333333333,5.921,3.7314,6.456,8.5075,7.134,10.746,6.126,5.554,5.7715,7.661,8.357,7.2485,5.3215,5.931,8.3425,5.077500000000001,8.525,8.644,8.133,11.01,7.77,6.9235,6.3665,10.068,9.163,5.825,5.879,5.4887500000000005,7.139666666666667,8.586,7.527,6.826,7.3975,8.898,5.735833333333333,7.58675,7.563666666666667,6.771666666666666,CONTROL
5.730999999999999,4.134,7.1945,4.143,8.672,6.7755,8.378499999999999,7.813,5.837,7.746,9.382,7.610499999999999,10.649,7.647,12.332,7.812,7.225,12.705,6.689,8.303,8.126,7.4805,7.0105,7.956,5.965,8.974,9.045,6.397,8.987,6.744666666666667,7.149,6.912333333333334,6.414999999999999,7.664,7.374666666666666,8.997,6.0735,4.6515,5.45,8.5815,11.542,8.011,8.588,7.90225,10.026,5.092,7.404,7.314333333333334,8.6355,7.786,7.608,8.948,6.715,7.823,5.36675,8.3525,9.956,6.438,12.6485,7.828999999999999,6.101,6.398,5.45,3.8158,6.976,9.1125,7.006,11.453,6.4295,5.574,5.5760000000000005,8.375,9.01,7.5565,5.589499999999999,6.236666666666667,8.754000000000001,5.6765,8.937,8.753,8.427999999999999,11.116,8.003,7.1045,6.147,10.434,9.39,6.45,6.288666666666667,5.0365,6.682,8.472,7.548,6.902,7.6255,9.885,6.109500000000001,7.6205,7.322333333333333,6.823,CONTROL
6.198666666666667,4.427,7.1905,4.9,8.108,6.517,7.9135,7.476,6.491,7.593999999999999,8.992,7.026166666666666,10.086,7.083,11.692,6.9895,6.77,12.51125,7.135,7.778,8.174,7.3665,6.404,7.793,5.93675,8.5765,8.544,6.254,8.663,6.065,6.589,6.399666666666666,5.742,7.0145,7.199666666666666,8.434,5.873749999999999,4.361,5.55,8.3995,11.247,7.83,8.322,7.57125,9.504,5.492,7.261,7.059666666666668,8.334,7.285,7.222,8.499,7.449,7.35,5.182,8.211500000000001,9.696,6.2755,12.377,7.108199999999999,5.2605,6.055,6.132,3.5934,6.256,8.661999999999999,6.88,10.946,7.262499999999999,5.099,5.6155,7.755,8.199,7.445499999999999,5.0615000000000006,5.783,8.15,5.5105,8.644,8.332,8.0005,11.013,7.906499999999999,6.583,6.302,10.19,8.952,6.156,5.885333333333333,5.3065,6.560333333333333,8.462333333333333,7.417,6.89,7.298500000000001,9.527,5.539833333333333,7.49175,7.396333333333334,6.79,CONTROL
6.328,3.255,7.019,4.206,8.404,7.053,7.833,7.591,5.68,7.9475,9.48,6.4135,10.559,6.899,11.469,6.5205,6.71,12.6005,6.454,8.321,7.933,7.6985,5.652,8.108,5.909,8.581499999999998,8.43,6.149,9.015,6.236999999999999,6.361000000000001,7.012666666666667,5.7365,6.83775,7.453666666666667,8.983,5.75275,3.4905,4.889,7.904999999999999,11.363,8.267,8.331,7.50275,10.266,5.046,6.979,6.57,8.6275,7.383,7.707,9.032,7.421,7.1655,5.35375,8.344,10.213,6.4655000000000005,12.145499999999998,7.0878,5.857,5.267333333333333,5.966,3.6192,6.66,8.762,7.336,11.029,6.9215,4.903,5.8895,8.227,7.369,7.311,5.718,5.999666666666666,8.322,5.34,9.191,9.036,8.0765,11.072,7.6805,7.1975,6.242,10.13,9.236,6.461,5.914000000000001,5.36175,6.163666666666667,8.219666666666667,8.123,7.139,6.8415,9.561,5.797833333333333,8.0645,7.875666666666667,6.704000000000001,CONTROL
6.004333333333332,4.004,7.0585,4.745,8.122,6.946,8.439499999999999,7.769,5.873,7.7025,9.192,7.640833333333333,10.565,7.083,10.95,7.807499999999999,7.098,12.48775,7.129,7.931,7.793,7.564999999999999,6.609,7.825,5.64075,8.863499999999998,8.016,5.88,8.59,6.414666666666666,6.8605,6.745666666666666,5.5275,7.71425,6.900666666666666,8.502,5.8785,4.3965,5.337,8.5135,11.112,7.961,8.244,7.628500000000001,9.934,5.497,7.409,7.237666666666667,8.3015,7.73,7.639,8.797,6.861,6.954000000000001,5.27475,8.2965,9.718,6.375,11.9745,7.6584,5.96,6.083666666666666,5.829,3.5374000000000003,6.668,8.3315,6.904,11.135,6.8335,5.551,5.952,8.059,8.46,7.5955,5.501,5.764666666666667,8.528500000000001,5.5765,8.596,8.045,8.328,11.212,8.1305,6.8605,6.468500000000001,10.327,9.206,5.848,6.281333333333333,5.36275,6.651,8.558333333333332,7.802,6.888,7.7235,9.123,6.323333333333333,7.81025,7.359666666666667,6.970666666666666,CONTROL
6.268,4.134,7.239,4.625,8.849,7.1155,8.4665,8.158,6.122,7.6815,9.543,6.911333333333334,11.026,7.162,12.423,7.6985,7.321,12.64225,6.841,8.029,8.307,7.445,6.8005,8.278,5.95825,9.069,8.946,6.592,8.886,6.093,7.2255,7.133,5.6695,7.588,7.647666666666667,8.931,5.8105,4.7125,5.284,8.799,11.992,8.077,8.744,8.0795,9.968,5.271,7.248,7.689666666666667,8.84,7.869,7.639,9.332,8.068,7.2185,5.44525,8.134,10.145,6.5335,12.9495,7.3392,5.722,6.263000000000001,5.719,3.8302,6.689,9.056,7.163,11.728,6.768000000000001,5.484,5.7015,8.202,9.862,7.7805,5.5965,6.438,8.545,6.7170000000000005,9.164,9.471,8.43625,11.327,8.1985,6.855,6.532500000000001,10.322,8.932,6.743,5.999,5.15825,6.724,8.486666666666666,7.775,7.193,7.6245,10.301,6.1795,8.06925,8.072333333333333,6.957333333333334,IPD
7.199999999999999,5.019,7.3405,5.406,8.693,7.250999999999999,8.555499999999999,8.402,6.483,7.893,10.292,6.821666666666666,11.103,7.733,12.209,7.8375,7.076,12.89375,6.993,8.535,8.106,7.511,6.5675,8.18,5.96525,9.547,8.96,6.333,9.129,6.9,6.7875,6.988666666666667,6.3505,7.70975,7.808666666666667,9.441,5.978,4.8135,6.424,8.8995,11.648,8.435,8.935,8.2745,10.666,6.267,7.986,7.498666666666666,8.891,7.884,8.263,9.447,7.17,8.262,5.63275,8.733,10.326,6.534,12.674,7.815600000000001,6.372999999999999,6.2236666666666665,6.623,3.5136000000000003,7.331,9.284,7.8,11.569,7.164,5.091,5.8105,8.434,9.326,7.609999999999999,6.002,6.382666666666666,8.572,6.2515,9.236,9.507,8.346,11.181,8.468499999999999,7.4405,7.036,10.586,9.413,6.72,6.488666666666667,5.22625,6.646333333333334,8.662333333333333,8.206,7.329,7.5705,9.626,6.009666666666667,8.31,8.017999999999999,7.135000000000001,CONTROL
6.308666666666667,3.876,7.2455,4.891,8.834,7.1465,8.511,7.8,6.735,7.9695,9.529,7.497,10.664,7.671,12.052,8.164,7.399,12.6155,6.676,8.54,8.624,7.8445,6.8,8.328,5.94725,8.95,8.875,6.739,8.932,6.616333333333333,7.329,7.032666666666667,6.0565,7.90225,7.323666666666667,8.986,6.32375,4.968,5.233,8.5885,11.342,7.842,8.716,7.8865,10.145,5.71,7.472,7.115666666666667,8.3265,7.972,7.704,8.908,8.383,7.5375,5.441750000000001,8.4785,10.462,6.4365000000000006,12.352,7.9816,5.9745,6.267666666666667,6.131,3.5758,6.977,9.1875,7.181,11.067,6.3835,5.338,5.302,8.363,10.212,7.875999999999999,6.0595,6.291333333333334,8.737,6.495,8.924,9.462,8.685,11.137,8.461500000000001,7.252000000000001,6.4465,10.715,8.821,6.227,6.463666666666666,5.15475,6.8453333333333335,8.502333333333333,8.022,6.968,7.824999999999999,9.671,6.273333333333333,7.9225,7.955333333333333,7.086666666666666,IPD
7.071000000000001,4.695,7.2805,5.77,8.731,7.717,8.823,8.332,6.666,8.42,10.236,7.879333333333334,11.708,8.121,12.498,8.9865,7.991,12.964,7.154,8.916,8.731,8.2615,7.0045,8.678,6.1255,10.188,8.924,7.36,9.427,7.356666666666666,6.972,7.631666666666667,5.8225,8.163,7.984999999999999,9.378,6.32,5.065,5.723,9.0935,11.745,8.267,9.051,8.57625,10.576,6.744,7.905,7.858999999999999,8.943999999999999,8.086,8.7,10.083,8.48,8.3,5.928,8.789,10.467,6.8,12.75,8.3442,6.3745,6.4816666666666665,6.737,3.4258,7.665,9.5985,8.011,11.886,7.052,6.102,6.1845,8.682,10.343,8.05,6.124,6.661333333333334,8.672,7.091,9.242,9.604,9.0075,11.524,8.909500000000001,7.878,6.845000000000001,10.976,9.541,6.621,6.837,5.165,6.775666666666666,9.085333333333333,8.52,7.599,7.6975,9.789,6.757000000000001,8.322,7.7506666666666675,7.473333333333334,IPD
7.483666666666667,4.459,7.0805,5.409,8.62,7.1685,8.404,7.278,6.603,7.9215,9.636,6.877666666666666,10.909,7.742,11.451,7.609500000000001,7.911,12.3945,7.474,7.979,8.007,7.845499999999999,6.802,8.273,5.863,9.359,8.432,6.881,9.232,6.661333333333334,6.843,6.2956666666666665,5.0455000000000005,7.4,7.559,9.218,6.248749999999999,4.3,6.199,8.0795,11.123,7.945,8.453,7.8475,10.217,5.557,7.265,7.1546666666666665,8.356,7.624,8.084,9.22,7.109,6.9225,5.49025,8.4295,10.393,6.4185,12.046,8.031,6.064,5.881666666666667,6.926,3.636400000000001,7.324,8.408000000000001,7.521,11.297,6.849500000000001,5.368,5.7135,7.572,9.875,7.4635,6.281,6.125333333333334,8.2635,6.2955000000000005,8.914,8.948,8.31625,10.118,8.2345,7.417,6.484999999999999,10.458,8.746,6.133,6.901,5.22675,6.187,8.763666666666667,8.273,7.752,7.0515,9.348,6.304666666666666,8.412,7.789666666666666,7.156666666666666,IPD
7.059,4.224,7.3165,4.452,8.495,7.4105,8.686,8.127,5.811,8.265,9.415,6.5698333333333325,10.506,7.441,12.015,7.593999999999999,7.113,12.8225,7.074,8.481,7.868,7.518499999999999,6.467,8.224,5.539,8.5555,8.886,6.19,8.788,5.743333333333333,6.6815,7.175,6.4215,7.33525,8.094333333333333,9.468,6.2010000000000005,3.8805,4.827,8.594,11.877,8.044,8.374,8.42825,10.105,5.158,7.889,7.201999999999999,8.7595,7.981,7.841,9.164,7.575,7.518000000000001,5.5440000000000005,8.437999999999999,10.149,6.6645,12.6225,7.4392,5.629,6.258666666666667,5.808,3.6306,6.958,9.448,7.279,11.491,6.9830000000000005,5.512,5.576499999999999,8.442,9.028,7.9535,6.0205,6.3933333333333335,8.2965,6.305,9.056,9.292,8.616,11.108,8.382000000000001,7.0635,6.358,10.583,9.156,5.833,5.995666666666668,5.1195,6.602,8.277666666666667,8.394,7.146,7.699,8.938,6.535833333333334,8.016,7.974666666666667,6.592666666666666,IPD
7.336666666666667,4.097,6.928,4.749,8.611,7.262,8.422,8.477,6.626,7.871,9.245,6.8933333333333335,10.934,7.507,12.225,6.992,6.769,12.59225,7.087,7.895,8.347,7.654,6.663,7.902,5.879,8.992,8.685,6.642,8.942,6.495,6.797499999999999,7.611333333333333,6.1185,7.2575,7.774333333333334,8.931,6.22675,4.172,6.022,8.560500000000001,11.673,8.045,8.724,7.984500000000001,10.46,6.415,7.287,7.323666666666667,8.781,7.914,7.807,8.958,7.909,7.000500000000001,5.449,8.346499999999999,10.197,6.302,12.7425,7.568,5.6585,6.1386666666666665,5.775,3.7014,6.966,8.947,7.122,11.264,7.262,5.407,5.586,7.915,8.569,7.524,5.912,6.166,8.551,5.739,9.154,9.333,8.44575,11.084,8.162,7.3035,6.4755,10.585,9.17,6.486,6.3373333333333335,5.2915,6.385000000000001,8.363333333333335,8.19,6.992,7.5745,9.795,6.02,7.93225,7.837,6.891000000000001,IPD
5.655,3.436,7.1795,3.928,8.654,6.9695,7.81,7.903,5.599,7.7235,9.235,6.724166666666666,10.036,6.996,11.878,7.1555,6.928,12.68025,6.827,7.717,8.112,7.2575,6.352500000000001,7.959,5.6395,8.304,9.113,5.896,8.353,5.385000000000001,6.903499999999999,6.765000000000001,6.367500000000001,7.043,7.819,8.756,5.550750000000001,4.154999999999999,5.086,8.6035,11.7,7.994,8.371,8.310500000000001,10.025,4.689,6.926,7.395,8.667,7.79,7.373,8.803,7.13,7.23,5.0735,7.918,10.303,6.2745,12.6085,6.8180000000000005,5.799,5.688666666666666,5.371,3.9216,6.505,9.207,6.725,11.161,6.178,5.428,5.7635000000000005,7.891,9.467,7.4735,5.4190000000000005,6.708000000000001,8.542,6.111,8.729,8.869,8.45125,11.235,7.9755,6.6755,6.194,10.303,8.929,6.322,5.753,5.3565000000000005,6.654,8.273,7.984,6.739,7.596,9.366,5.997666666666667,7.63675,7.664333333333334,6.710999999999999,CONTROL
5.184,3.216,6.954,4.335,8.207,7.096,8.1095,7.731,5.889,7.3725,8.89,6.450666666666667,9.96,6.895,12.233,7.7715,6.685,12.33275,6.684,7.251,7.807,7.084,5.873,7.654,5.561,7.8645,8.527,5.79,8.369,5.730333333333334,6.71,6.705000000000001,6.392,7.042,7.245333333333334,8.572,5.40425,4.046,5.224,8.4385,11.566,7.587,8.317,7.604999999999999,9.488,5.089,7.031,7.031,8.344999999999999,7.732,7.14,8.602,6.781,7.2010000000000005,4.98875,7.948,9.878,5.925000000000001,12.6015,6.7508,5.33,6.022666666666666,5.032,4.1242,6.278,8.8015,6.232,11.078,5.832000000000001,5.691,5.2170000000000005,7.822,8.911,7.4125,5.3255,6.157,8.242999999999999,6.1105,8.556,8.855,7.98275,11.251,7.647,6.6080000000000005,5.962,9.892,8.952,5.733,5.683,5.08875,6.448,7.652,7.49,6.581,7.33,9.133,6.1245,7.2265,7.491,6.435,CONTROL
6.678666666666667,4.872,6.8475,5.252,8.574,7.3925,8.624500000000001,8.936,6.653,8.0425,9.713,6.114,10.134,7.146,12.276,7.766999999999999,7.914,12.58075,6.072,7.546,7.997,7.6065,6.5905,8.422,5.74,8.8335,8.136,6.566,9.211,6.708666666666666,7.1690000000000005,6.658333333333334,5.774,6.9335,7.641666666666667,9.117,5.69375,4.643,5.368,8.1855,11.115,7.975,8.28,7.831749999999999,10.225,6.429,6.672,6.7636666666666665,8.164,7.797,7.732,8.877,7.899,7.8115,5.887499999999999,8.1455,10.296,6.205,12.6235,7.340999999999999,5.134,5.726666666666667,5.929,3.3896,6.348,8.6755,7.714,10.988,6.538,5.489,5.2875,8.008,9.018,7.794,5.7555,6.302,7.859,5.881500000000001,8.699,9.289,7.9085,10.885,7.5095,7.2155,6.1305,10.383,8.858,5.867,6.116,5.01375,6.161333333333334,8.475333333333333,7.693,7.379,7.1045,8.935,6.1405,8.0395,7.762,7.027666666666666,IPD
6.270333333333333,3.943,7.3685,4.423,8.614,7.4205,8.2585,8.057,5.919,7.849500000000001,9.739,7.0885,10.576,7.664,11.806,7.467,7.543,12.74875,6.884,8.252,8.339,7.6035,6.58,8.191,5.7065,8.9725,8.461,6.793,9.046,6.403,6.961499999999999,7.064666666666667,5.618,7.190250000000001,7.261333333333333,8.924,5.80025,3.967,5.649,8.437,11.407,8.061,8.587,7.88225,10.421,5.182,6.879,6.9816666666666665,8.2625,8.16,7.975,8.777,7.858,7.1805,5.41725,8.556999999999999,10.323,6.3185,12.218,7.571000000000001,5.839,6.167333333333333,6.192,3.623,7.029,8.7615,7.405,11.349,6.461,5.508,5.890000000000001,7.721,9.675,7.509500000000001,5.5585,6.476333333333334,8.462499999999999,5.701499999999999,9.048,8.836,8.468250000000001,10.995,8.2485,7.0635,6.508,10.669,9.086,6.184,6.194,5.058,6.931666666666668,9.01,8.074,7.28,7.4315,9.467,6.126833333333334,8.03925,7.757000000000001,7.012666666666667,CONTROL
6.150333333333333,3.854,7.909000000000001,4.942,8.772,7.2485,8.845,8.237,6.001,8.0205,9.934,7.495666666666666,10.872,7.879,11.932,8.575,7.713,12.7855,7.374,8.567,8.36,7.685,6.799,8.252,5.822,9.175,8.973,6.542,9.043,6.811,7.4765,7.255,5.814,8.23125,7.733666666666667,9.065,6.345,5.35,5.912,8.716,11.512,7.952,8.96,7.894,10.287,5.497,7.22,7.270333333333333,8.7345,8.173,7.906,9.223,7.644,7.705500000000001,5.6225000000000005,8.681000000000001,10.321,6.771,12.49,8.31,6.006,6.386666666666667,6.396,3.6388000000000007,7.109,9.293500000000002,7.333,11.455,6.629,5.835,5.709,8.516,10.402,7.913499999999999,5.925,6.682,8.817499999999999,6.3295,9.07,9.361,8.77225,11.1,8.199,7.2010000000000005,6.8245000000000005,10.799,8.927,6.306,6.581333333333333,5.1105,7.195333333333333,8.729000000000001,8.13,7.078,7.9645,9.431,6.456833333333333,8.15025,7.588333333333334,7.127,IPD
7.112666666666667,3.948,7.638,5.222,8.81,7.359999999999999,8.4315,8.106,6.554,8.255,9.972,7.135166666666667,11.037,7.737,12.452,7.909000000000001,7.372,12.6905,7.348,8.385,8.499,7.853,6.680999999999999,8.465,6.225,9.3595,8.701,6.777,9.281,6.721333333333334,7.345,7.135666666666666,5.702500000000001,7.52825,7.546666666666667,9.443,6.169499999999999,4.7620000000000005,6.022,8.4945,11.354,8.65,8.75,7.835999999999999,10.578,5.754,7.737,7.415333333333334,8.671,8.001,8.436,9.477,6.839,7.6965,5.63875,8.648,10.634,6.772,12.635,8.0034,6.041,5.998333333333332,6.422,3.4414,7.419,8.9215,7.635,11.553,7.1435,5.344,6.177,8.257,9.462,7.557,5.788,6.150666666666666,8.3015,6.2445,9.316,9.28,8.4445,10.958,8.4235,7.584,6.6975,10.779,8.771,6.495,6.845,5.1955,6.349333333333334,8.677666666666667,8.287,7.481,7.2095,9.503,6.361166666666667,8.297,7.633333333333333,7.1113333333333335,IPD
6.630333333333334,4.528,7.633999999999999,5.113,8.943,7.4505,8.650500000000001,8.438,6.677,8.5265,9.978,7.320666666666667,11.394,7.863,12.326,8.39,7.659,12.689,7.031,8.902,8.378,7.9725,6.835000000000001,8.472,6.08375,9.6695,9.102,7.097,9.382,7.060666666666666,7.301500000000001,7.548999999999999,5.7645,7.83725,8.013333333333334,9.615,6.4355,4.7785,6.147,8.709999999999999,11.843,8.477,9.03,7.95225,10.759,6.507,7.515,7.333666666666666,8.669,8.403,8.349,9.452,8.493,7.67,5.86675,8.885,10.456,6.82,12.697,8.4164,6.1045,6.479333333333333,6.367,3.6352,7.565,9.1755,7.572,11.587,7.467,5.354,5.6835,8.888,9.295,7.56,6.1235,6.413333333333334,8.5315,6.2805,9.404,9.307,8.569500000000001,11.126,8.556000000000001,7.7065,6.528499999999999,10.99,9.27,6.699,6.673666666666667,5.01525,6.763000000000001,8.776666666666666,8.603,7.696,7.735,9.694,6.758,8.33025,7.936333333333334,7.157666666666667,IPD
7.467666666666666,4.487,7.6235,6.788,8.923,7.8145,8.8705,8.295,8.315,8.035,10.64,7.615833333333334,11.37,7.855,12.198,8.756499999999999,7.461,12.93075,7.652,8.64,8.472,7.903,7.074999999999999,8.603,6.0495,9.6155,9.404,6.941,9.334,6.984999999999999,7.037000000000001,7.004666666666666,6.422000000000001,8.0985,8.100666666666667,9.376,6.19475,7.330999999999999,7.779,9.4575,11.933,8.358,9.054,8.685500000000001,10.479,8.05,8.188,7.908,9.2165,8.479,8.51,9.742,8.124,8.5175,5.771,8.788,10.837,6.7755,12.6125,8.004,6.356999999999999,6.482666666666667,6.969,3.3652,7.624,9.366,8.211,11.921,7.3355,5.855,5.351,8.484,10.528,7.7985,6.105,6.990333333333333,8.769,7.0385,9.35,9.84,8.6845,11.368,8.325,7.615,7.182,11.115,9.594,7.106,6.7620000000000005,5.09825,7.102666666666667,9.539333333333332,8.446,7.557,7.7875,10.744,6.453166666666667,8.381,8.299333333333333,7.319666666666666,IPD
6.217666666666666,3.786,6.7135,5.222,8.328,6.9435,7.7165,7.649,6.553,7.4805,9.283,6.408666666666666,10.31,6.797,11.703,6.4945,7.048,12.56575,6.528,7.767,7.481,7.633,6.077500000000001,7.948,5.64225,8.685500000000001,8.266,6.181,9.119,6.129,6.3995,6.7940000000000005,5.9605,6.3385,7.463999999999999,8.668,5.35,4.108499999999999,5.878,7.576499999999999,11.048,7.976,8.118,7.31875,10.22,6.277,6.441,6.247,8.132,7.029,7.495,8.661,7.592,6.746,5.32775,8.2625,9.896,5.992,12.06,6.8944,5.746,5.740333333333333,6.346,3.8678,6.461,8.2625,7.456,10.683,6.73,5.376,5.907,7.62,7.667,7.4055,5.5280000000000005,5.647666666666667,8.1345,4.708,9.057,8.299,7.91675,10.953,7.675499999999999,6.873,6.307,10.109,8.922,6.02,5.931333333333334,5.249,5.887666666666667,8.114666666666666,7.683,7.254,6.7620000000000005,9.663,5.758166666666667,7.995,7.790333333333334,6.812666666666668,IPD
6.390333333333333,3.991,7.890499999999999,5.623,8.851,7.125,8.2925,7.497,7.518,7.7555,9.883,6.8758333333333335,10.746,7.884,12.013,7.784499999999999,7.43,12.84475,7.265,8.269,8.885,7.608499999999999,6.6015,8.311,5.686999999999999,9.0115,8.487,6.598,8.824,6.685333333333333,7.403499999999999,7.198666666666667,5.565,7.455,7.757000000000001,8.948,6.023,3.663,6.979,8.596499999999999,11.501,8.251,8.696,7.91075,10.723,6.662,6.659,6.984333333333333,8.553,8.128,7.845,8.738,7.729,7.097,5.73625,8.6815,10.664,6.371499999999999,12.457,7.5916,6.4305,6.346666666666667,6.317,3.4978,7.124,8.711500000000001,7.422,11.284,6.5655,4.949,6.445,8.152,9.712,7.8315,5.182,6.409,8.383,6.0755,9.166,9.189,8.493500000000001,10.81,8.486,6.99,6.859,10.866,9.105,5.654,6.043333333333333,5.03075,6.708333333333333,9.038666666666666,8.64,7.143,7.775,10.112,5.868333333333333,7.967,8.262333333333332,7.319,CONTROL
6.197333333333333,3.968,7.3025,4.288,8.726,7.2885,8.3175,8.345,5.995,7.987500000000001,9.769,6.957333333333334,10.882,7.749,12.095,7.436999999999999,7.234,12.6635,7.208,8.426,8.388,7.6605,6.930999999999999,8.34,5.9675,9.1185,8.814,6.883,9.127,6.569,6.9775,7.123333333333332,6.0225,7.42575,7.536666666666666,9.317,6.0302500000000006,3.816,5.551,8.69,11.565,8.396,9.053,8.02075,10.622,5.169,7.502,7.277666666666666,8.678,8.226,8.058,9.195,8.008,7.4795,5.4265,8.533999999999999,10.632,6.5685,12.4025,7.6006,6.128,6.0200000000000005,6.275,3.3856,7.256,8.7675,7.516,11.393,6.5935,5.119,5.6685,8.353,9.825,7.557499999999999,5.4855,6.420999999999999,8.77,6.2275,9.096,9.093,8.4575,11.058,8.3225,7.3205,6.657500000000001,10.738,9.289,6.211,6.293333333333333,5.31675,6.592,8.898666666666665,8.487,7.179,7.5715,9.519,6.122833333333333,8.058,8.059333333333333,7.044,CONTROL
