Gene,log2FC,p_value,FDR
ENSG00000103707,0.4537421116558358,0.030479813127413068,0.48882457721850875
ENSG00000103657,0.539205986888712,0.038582417789931545,0.48882457721850875
ENSG00000166797,0.6892213688713671,0.02983876864651596,0.48882457721850875
ENSG00000028528,0.4181359181914903,0.03167159395746258,0.48882457721850875
ENSG00000169118,0.6380164998874642,0.009357414229559248,0.48882457721850875
ENSG00000221743,0.8572419687779806,0.015676796046011004,0.48882457721850875
ENSG00000096070,0.5720878505258309,0.01874117625635181,0.48882457721850875
ENSG00000180316,0.5365735037369355,0.03108154521896799,0.48882457721850875
ENSG00000112078,0.5173321677527376,0.035544453822451146,0.48882457721850875
ENSG00000112079,0.44502886544986886,0.03188309135216829,0.48882457721850875
ENSG00000272356,0.645106134050347,0.04296874463125289,0.48882457721850875
ENSG00000056972,0.47214683544588176,0.005611755711641209,0.48882457721850875
ENSG00000101079,0.4277530207622249,0.027028576701815854,0.48882457721850875
ENSG00000196591,0.7003779687617131,0.03914324938139116,0.48882457721850875
ENSG00000228624,0.8853129698424258,0.05080215905187334,0.48882457721850875
ENSG00000111817,0.7403552934546624,0.04564220933356472,0.48882457721850875
ENSG00000103671,0.5352734456701675,0.01945392879540957,0.48882457721850875
ENSG00000140416,0.549116376891944,0.007586969197361293,0.48882457721850875
ENSG00000103642,0.6325568159365229,0.010689560935704787,0.48882457721850875
ENSG00000185088,0.9887061611434431,0.030034049399881663,0.48882457721850875
ENSG00000166128,0.7984738100045128,0.028024138845973524,0.48882457721850875
ENSG00000138613,0.5843362805046866,0.009087147796254531,0.48882457721850875
ENSG00000140299,0.9499428968141252,0.015487693074988481,0.48882457721850875
ENSG00000115841,0.905684234844867,0.01798500860182673,0.48882457721850875
ENSG00000111911,0.6300961867070933,0.037636919887011226,0.48882457721850875
ENSG00000066651,0.8730507162327088,0.04687390296162764,0.48882457721850875
ENSG00000138061,1.105198331597709,0.018510444736528634,0.48882457721850875
ENSG00000065491,0.31763608708748947,0.014628108593336898,0.48882457721850875
ENSG00000112130,0.47941003586675635,0.035942166612055494,0.48882457721850875
ENSG00000112139,1.8919154266580627,0.04882763803085819,0.48882457721850875
ENSG00000215447,1.2537065882182281,0.017124512016920657,0.48882457721850875
ENSG00000184274,0.7998609694624872,0.03250249902361402,0.48882457721850875
ENSG00000140455,0.44208434429535437,0.020655404639503574,0.48882457721850875
ENSG00000111897,0.8269880774449128,0.032415076857193,0.48882457721850875
ENSG00000146373,0.9870932061414859,0.026904078497820946,0.48882457721850875
ENSG00000111907,1.5099753216753118,0.00011879154378352065,0.48882457721850875
ENSG00000182718,0.3683598067950271,0.033480984340803314,0.48882457721850875
ENSG00000248593,0.3563841659449931,0.0385280658559763,0.48882457721850875
ENSG00000245534,0.9688642422571911,0.03416247688280901,0.48882457721850875
ENSG00000130939,0.4798767382214546,0.02282432581532458,0.48882457721850875
ENSG00000054523,0.5010991497255848,0.032096859130948056,0.48882457721850875
ENSG00000160049,0.46366786728722076,0.03991571311017209,0.48882457721850875
ENSG00000272078,0.7304757341732606,0.0019442662141836923,0.48882457721850875
ENSG00000120948,0.5121071214094126,0.04815376327389634,0.48882457721850875
ENSG00000101413,0.5260119802513392,0.047561935857783386,0.48882457721850875
ENSG00000112062,0.544497520823807,0.01563908805251733,0.48882457721850875
ENSG00000118705,0.4374904548176808,0.03081623824711748,0.48882457721850875
ENSG00000111877,0.723461324376788,0.02821058462024078,0.48882457721850875
ENSG00000162441,0.6815245727902237,0.01667073024885833,0.48882457721850875
ENSG00000233746,1.1305609956775746,0.01052560520203511,0.48882457721850875
ENSG00000226849,0.7568693876252146,0.028444768060688925,0.48882457721850875
ENSG00000259750,0.38208020839342965,0.04479517903233885,0.48882457721850875
ENSG00000140406,0.4445395366565812,0.026388690817536732,0.48882457721850875
ENSG00000172349,0.3932001201918691,0.029309217680189053,0.48882457721850875
ENSG00000172345,0.47435780276655937,0.03978805877945694,0.48882457721850875
