Gene,PD_mean,CC_mean,Difference
ENSG00000110237,5.271599969496475,4.051900895408599,1.2196990740878766
ENSG00000166432,6.859084876455204,5.640713064953772,1.2183718115014317
ENSG00000212916,4.526301848531909,3.3080301008770254,1.2182717476548834
ENSG00000146005,1.7421537134972336,0.5242750002060446,1.217878713291189
ENSG00000151151,7.602826496990862,6.386859930870336,1.2159665661205263
ENSG00000234287,2.8742045666013607,1.6593176279394635,1.2148869386618972
ENSG00000215417,4.312355166119488,3.0986703573686336,1.2136848087508545
ENSG00000252690,2.5838395004739834,1.3718641867139854,1.211975313759998
ENSG00000136014,4.591649381550459,3.3811483688693533,1.2105010126811058
ENSG00000204710,1.5244634546038445,2.730451282888977,-1.2059878282851326
ENSG00000264868,9.18375810861348,7.978456352064504,1.2053017565489759
ENSG00000242154,2.0736808765923693,0.8692803572458795,1.20440051934649
ENSG00000197561,5.385438299467744,4.181323710232502,1.2041145892352416
ENSG00000156374,4.818398692114399,3.6161671858440116,1.2022315062703872
ENSG00000246228,2.699865952372214,1.4981180377139591,1.2017479146582548
ENSG00000167637,4.133480549460132,2.9322672125603497,1.2012133368997824
ENSG00000185774,2.4226681190456674,1.2231168895574158,1.1995512294882515
ENSG00000213025,0.0,1.1989024889683944,-1.1989024889683944
ENSG00000160307,5.121431606040857,6.319919806988797,-1.1984882009479403
ENSG00000174194,4.76765703383881,3.5713247375907273,1.1963322962480825
ENSG00000231628,2.8462054871317064,1.6509278006860224,1.195277686445684
ENSG00000196678,4.684230944681993,3.491366651167936,1.1928642935140572
ENSG00000152413,2.2924215639370153,1.1011903999953896,1.1912311639416258
ENSG00000178074,6.007748068873206,4.820916181750104,1.1868318871231018
ENSG00000083535,6.113377590385414,4.928542959923637,1.1848346304617774
ENSG00000089505,5.211413355829976,4.02938053149368,1.1820328243362956
ENSG00000136492,3.858384776556836,2.676966683734103,1.1814180928227334
ENSG00000101745,8.982260939960511,7.800975717237025,1.1812852227234867
ENSG00000150045,8.722141606950759,7.541590069844588,1.1805515371061706
ENSG00000116285,3.5055290332078495,2.326117306829325,1.1794117263785244
ENSG00000228451,2.9137124030962,1.7344938722176164,1.1792185308785834
ENSG00000241511,2.299565720105839,1.1229051276303967,1.176660592475442
ENSG00000213088,3.8455618487765797,5.022114114743877,-1.1765522659672971
ENSG00000086548,5.030249800627799,3.8537283270386307,1.1765214735891685
ENSG00000229236,1.899336914372088,0.7235202154960689,1.175816698876019
ENSG00000133116,2.6786432008955394,1.5041319753865612,1.1745112255089782
ENSG00000272402,2.793602378365028,1.6192003831904256,1.1744019951746025
ENSG00000166503,4.51871356640551,3.3449108005497536,1.1738027658557564
ENSG00000245466,2.152954602839617,0.9800479847732538,1.1729066180663632
ENSG00000111961,4.84003117964243,3.6671317279493643,1.1728994516930653
ENSG00000272520,4.707921661227956,3.5358043767074134,1.1721172845205423
ENSG00000184293,4.386343947713951,3.2163148908581625,1.1700290568557885
ENSG00000137040,7.3691469487766055,6.200113638643839,1.1690333101327663
ENSG00000087303,3.898837012154356,2.7300677073225534,1.1687693048318026
ENSG00000182263,1.281335301286509,0.11321160719436829,1.1681236940921407
ENSG00000180581,1.4230679664209027,0.25606875005151114,1.1669992163693916
ENSG00000115239,4.159167704326871,2.992802379144535,1.1663653251823356
ENSG00000215267,2.0579537378929076,0.8922752211664052,1.1656785167265022
ENSG00000245498,2.278483991675016,1.1137135548296517,1.1647704368453642
ENSG00000273369,2.8223428477407797,1.6575784724282714,1.1647643753125083
ENSG00000259562,2.432945931596816,1.2698039510851373,1.1631419805116785
ENSG00000146281,6.44536116864479,5.282619724367845,1.1627414442769446
ENSG00000163138,5.260855144916666,4.0992588826972,1.161596262219466
ENSG00000112242,7.66205955589506,6.5019880334312194,1.1600715224638405
ENSG00000268225,2.4745681216334448,1.315476114281104,1.1590920073523407
ENSG00000166796,1.6414959758604557,0.4824919644402477,1.159004011420208
ENSG00000248554,2.0215471694908276,0.8626296855036307,1.1589174839871967
ENSG00000184984,2.454403267707411,1.2966879424358329,1.1577153252715782
ENSG00000001630,2.0838395004739834,0.9261274489044347,1.1577120515695487
ENSG00000065618,3.1910025833814353,2.0337775110493355,1.1572250723320998
ENSG00000175928,4.0148612436130815,2.858085423727367,1.1567758198857145
ENSG00000197776,4.440065869481411,3.2833354391597105,1.1567304303217005
ENSG00000163605,8.446566718874045,7.292003410659573,1.1545633082144722
ENSG00000163624,2.8643383415345087,1.7104199445549324,1.1539183969795763
ENSG00000231329,2.518981054737847,1.3676574946387308,1.151323560099116
ENSG00000203363,2.2921088860319228,1.1416932994756677,1.150415586556255
ENSG00000147206,2.3951954858069935,1.2448922168094458,1.1503032689975476
ENSG00000134146,5.732960448751032,4.583079575649042,1.1498808731019903
ENSG00000133063,5.952022600664974,4.802611763015505,1.1494108376494694
ENSG00000213931,4.195475714024387,5.344005432073932,-1.148529718049545
ENSG00000048392,8.899553304521094,7.751438761122908,1.1481145433981856
ENSG00000228817,2.6439749211432937,1.497800473068874,1.1461744480744196
ENSG00000173542,7.00768408951361,5.862328860198365,1.1453552293152454
ENSG00000272732,2.491944808863019,1.3470125221839635,1.1449322866790554
ENSG00000235304,1.4699215017726583,2.6142211108684528,-1.1442996090957944
ENSG00000182903,6.241241425189473,5.097095383257722,1.1441460419317506
ENSG00000186462,4.978227805034518,3.8366326987139048,1.141595106320613
ENSG00000251288,2.0689362272725362,0.9274075851899534,1.1415286420825828
ENSG00000225402,4.301224436045069,3.1599461306270946,1.1412783054179743
ENSG00000176728,2.6052632620992004,1.4641556553467576,1.1411076067524428
ENSG00000146757,5.935397110383543,4.7945982394427045,1.1407988709408388
ENSG00000267163,2.146581761976919,1.0067669646462922,1.139814797330627
ENSG00000136235,3.0355820737720602,1.8974428801026175,1.1381391936694427
ENSG00000234338,2.364459729985628,1.2263980527121916,1.1380616772734364
ENSG00000147862,0.8178150992680865,1.9551110888210175,-1.137295989552931
ENSG00000217275,3.4792129649763095,2.3422840426720377,1.1369289223042718
ENSG00000265218,1.973621011719196,0.8367318226904372,1.1368891890287587
ENSG00000104497,5.922916510661238,4.789216014346301,1.1337004963149369
ENSG00000196409,3.4419489663162537,2.309361461804728,1.132587504511526
ENSG00000254859,3.1942758550802144,2.0618893659761937,1.1323864891040207
ENSG00000233746,3.1968618796058075,2.066300883928233,1.1305609956775746
ENSG00000270641,0.27682734124061353,1.40653753151186,-1.1297101902712465
ENSG00000104043,7.269991437994985,6.140494794221291,1.1294966437736944
ENSG00000164830,7.489625534627197,6.36078301556519,1.1288425190620073
ENSG00000169379,4.358390509882861,3.230653811471928,1.1277366984109332
ENSG00000155760,1.9970615209183638,0.8718641867139855,1.1251973342043784
ENSG00000109805,3.659678749958427,2.534695549500683,1.124983200457744
ENSG00000180113,3.815426636412216,2.6909089127296295,1.1245177236825863
ENSG00000146842,6.388589083455888,5.264822454217267,1.123766629238621
ENSG00000140379,8.652117237991705,7.529074917019022,1.123042320972683
ENSG00000257017,6.913571513914749,5.7927779984161285,1.1207935154986206
ENSG00000166819,2.3727688884490963,1.2520019077773683,1.120766980671728
ENSG00000075223,5.166290331051075,4.046095714022977,1.1201946170280976
ENSG00000248516,1.0897346330875692,2.209642207687594,-1.1199075746000247
ENSG00000089682,5.155335801208307,4.035974905400594,1.1193608958077128
ENSG00000149548,4.260069124284551,3.141355729774659,1.1187133945098924
ENSG00000151239,6.859167097532769,5.740772731429481,1.1183943661032876
ENSG00000168300,8.002997798306113,6.886173332815349,1.1168244654907644
ENSG00000171988,9.576463873029407,8.459907260702115,1.116556612327292
ENSG00000138448,6.097248881920396,4.980893901562212,1.1163549803581843
ENSG00000188987,3.155225595954574,2.0389963297771727,1.1162292661774011
ENSG00000101132,4.239125630882032,3.1232028524740945,1.115922778407938
ENSG00000240889,3.3326374118537405,2.2169858366578636,1.1156515751958769
ENSG00000155744,9.380200728664013,8.26460125480069,1.1155994738633233
ENSG00000260941,2.3733260351320555,1.25807591519564,1.1152501199364155
ENSG00000157107,7.93708531096971,6.822968951044554,1.1141163599251565
ENSG00000138468,7.992765705497817,6.8786631889271295,1.1141025165706875
ENSG00000228261,1.9945825756355262,0.8814178573489018,1.1131647182866244
ENSG00000126860,9.731285584999652,8.61848111300824,1.1128044719914119
ENSG00000236562,3.3223477602550964,4.434977462081449,-1.1126297018263522
ENSG00000273474,2.325709891355427,1.213121870904239,1.112588020451188
ENSG00000197566,4.8817989786048805,3.7704394284861755,1.111359550118705
ENSG00000257599,2.1865349917544727,1.0752925371821962,1.1112424545722766
ENSG00000270659,1.3368833234760764,0.22642321438873658,1.1104601090873398
ENSG00000162692,1.1794692661751385,0.07142857142857142,1.108040694746567
ENSG00000259806,3.34753117022896,2.239521681352716,1.108009488876244
ENSG00000174442,5.7475625825731855,4.641464096237359,1.106098486335827
ENSG00000067900,9.169559581646093,8.063575593528542,1.1059839881175506
ENSG00000086300,9.22011906957776,8.114662043924547,1.1054570256532141
ENSG00000138061,8.525394002899525,7.420195671301818,1.1051983315977063
ENSG00000260695,1.6106668417145968,0.5054868283607735,1.1051800133538232
ENSG00000228570,0.6511484326014197,1.7554068543053194,-1.1042584217038995
ENSG00000230492,2.602441542590427,1.4988361566185249,1.1036053859719022
ENSG00000091039,10.190102632790074,9.08671483446123,1.1033877983288445
ENSG00000105131,2.245569004430217,1.1429734357611865,1.1025955686690303
ENSG00000267510,3.531275614862946,2.4292732957534935,1.1020023191094523
ENSG00000197044,5.680038402297833,4.578811003725832,1.101227398572001
ENSG00000234617,1.9270404040368454,0.8258744588729338,1.1011659451639115
ENSG00000136636,4.782926067470854,3.682862921961005,1.1000631455098486
ENSG00000049249,5.567275369680776,4.467347505143185,1.099927864537591
ENSG00000253846,1.1711746267125622,0.07142857142857142,1.0997460552839908
ENSG00000064989,3.803539686820049,2.704166336496022,1.099373350324027
ENSG00000174718,11.733289892825296,10.6345626501705,1.098727242654796
ENSG00000178440,2.7294867890434795,1.630835935658164,1.0986508533853154
ENSG00000165115,5.5196329640453365,4.421014317961862,1.0986186460834748
ENSG00000180543,4.608376091651053,3.5100887223621666,1.0982873692888862
ENSG00000253520,2.374906696935304,1.2787208876504066,1.0961858092848973
ENSG00000099864,2.679439910885835,1.5832574168405524,1.0961824940452827
ENSG00000166265,2.5636560555227508,1.4675677583486018,1.096088297174149
ENSG00000230565,2.79279392826567,1.6967525170494169,1.0960414112162533
ENSG00000145244,3.6367833821565276,2.5409428953042785,1.095840486852249
ENSG00000182308,4.12508637706065,3.029567668725856,1.0955187083347937
ENSG00000136866,3.532090382612838,2.4366765426865356,1.0954138399263025
ENSG00000198363,7.362325131183588,6.267462313347231,1.0948628178363569
ENSG00000254837,3.717419534539351,2.6228304109417024,1.0945891235976486
ENSG00000228695,2.098887187610802,1.005002647458555,1.093884540152247
ENSG00000095637,2.815768100007069,1.7239128449407157,1.0918552550663534
ENSG00000261597,2.729554998170704,1.638022626666285,1.0915323715044192
ENSG00000151491,4.275126277223157,3.184726340129631,1.0903999370935256
ENSG00000178146,2.5368287142821373,1.4466977046705078,1.0901310096116295
ENSG00000164283,2.1733512890366917,1.0835409098550488,1.089810379181643
ENSG00000137834,2.2782611471501557,1.1885041443765645,1.0897570027735912
ENSG00000272417,2.5986148781246428,1.5088917748887245,1.0897231032359183
ENSG00000188199,3.2000016274269307,2.1106929108386803,1.0893087165882505
ENSG00000244405,3.220883190104193,2.131605892926384,1.089277297177809
ENSG00000228223,6.320455233860748,5.231518153976738,1.0889370798840092
ENSG00000232642,1.5171748844996495,0.42857142857142855,1.088603455928221
ENSG00000163485,2.971082380012796,1.8827985789481922,1.0882838010646037
ENSG00000247516,2.729386734200984,1.6413741300511062,1.0880126041498777
ENSG00000261366,3.1497714294932107,2.0627677775684576,1.087003651924753
ENSG00000257743,5.761622177689142,4.675258010453637,1.0863641672355042
ENSG00000272755,3.912872811581791,2.82662382500803,1.0862489865737608
ENSG00000220804,4.200185300934456,3.114097857366631,1.0860874435678252
ENSG00000109475,10.540997446101263,9.455241969348789,1.0857554767524746
ENSG00000241157,2.4622562735278923,1.3768919958490853,1.085364277678807
ENSG00000200534,3.4358609990668705,2.3508764879375876,1.0849845111292828
ENSG00000225135,6.9429184534485,5.858411457677799,1.0845069957707008
ENSG00000163735,4.757336856598305,3.6743522744905475,1.0829845821077573
ENSG00000172845,9.886444046629396,8.803985866196863,1.0824581804325337
ENSG00000232104,2.002614620337555,0.920297894222031,1.082316726115524
ENSG00000136051,9.47902948627796,8.396843063893561,1.0821864223843995
ENSG00000176720,6.250568146646458,5.169288531834413,1.0812796148120452
ENSG00000150527,3.6177732933745763,2.536552350110179,1.0812209432643973
ENSG00000138032,8.434687466536774,7.353940433257759,1.0807470332790148
ENSG00000096006,5.431472486411362,4.351069907553797,1.0804025788575649
ENSG00000196381,3.551465268668529,2.471352802919544,1.080112465748985
ENSG00000150681,9.477149695879499,8.397335872345407,1.0798138235340922
ENSG00000116406,8.329745616286058,7.249967823830667,1.079777792455391
ENSG00000254685,7.080600392030246,6.001107010193445,1.0794933818368007
ENSG00000197601,9.881377689743418,8.801893791672002,1.079483898071416
ENSG00000242992,2.187199027918459,1.1078410717376383,1.0793579561808209
ENSG00000140450,7.787330658880769,6.708106366027139,1.0792242928536302
ENSG00000186908,8.36770130759881,7.288660965638868,1.079040341959943
ENSG00000260923,4.0631265710271585,2.984179960159815,1.0789466108673436
ENSG00000265579,2.459137291851757,1.3802540139674266,1.0788832778843305
ENSG00000181234,1.6138308292311823,0.5351323640235481,1.0786984652076341
ENSG00000181315,3.7808862525603035,2.7021897903980414,1.0786964621622621
ENSG00000260296,3.6826323572939583,2.604488800011876,1.078143557282082
ENSG00000233030,3.583573757503887,2.5065507933770097,1.0770229641268774
ENSG00000165195,6.058975065390243,4.982370927857955,1.0766041375322875
ENSG00000230847,0.8474937501201927,1.92264778568779,-1.0751540355675973
ENSG00000255733,3.273105637325457,2.198643389289502,1.074462248035955
ENSG00000227008,1.187228383207762,0.11321160719436829,1.0740167760133936
ENSG00000013441,10.52383723547309,9.450254783776368,1.0735824516967227
ENSG00000225527,1.7511211280044499,0.677989506880691,1.0731316211237587
ENSG00000163378,5.871608203887123,4.798518427826271,1.0730897760608524
ENSG00000126777,8.724392131704322,7.651398135803297,1.072993995901025
ENSG00000244363,1.6655434340222002,0.5928005727419484,1.0727428612802519
ENSG00000183742,2.7746379274279156,1.7025754451292816,1.072062482298634
ENSG00000185920,6.4746023069926375,5.402611468752854,1.0719908382397838
ENSG00000073756,7.683670226325584,6.611975021716291,1.0716952046092931
ENSG00000269119,3.8579923025561853,2.7866500908986978,1.0713422116574876
ENSG00000220023,6.72267156475539,5.651673640487319,1.0709979242680712
ENSG00000212884,3.5414645698788196,2.470850232159035,1.0706143377197845
ENSG00000119862,7.922388313616707,6.852300585523816,1.0700877280928909
ENSG00000165949,5.1609999712697485,6.229477007663555,-1.0684770363938068
ENSG00000217159,1.9829011041315052,0.9152700850869311,1.0676310190445741
ENSG00000183844,2.81558247872823,1.7494636681945614,1.0661188105336685
ENSG00000111850,4.640524206729498,3.5744737034738563,1.0660505032556413
ENSG00000116918,7.863459285892865,6.798024175639882,1.0654351102529827
ENSG00000179331,2.261964794119811,1.1972796263612455,1.0646851677585656
ENSG00000105507,3.6269012853808804,4.69150895219019,-1.0646076668093092
ENSG00000247134,3.4615351933767546,2.3974193232055483,1.0641158701712063
ENSG00000234972,1.063219969752048,0.0,1.063219969752048
ENSG00000253667,1.4026419249345248,0.3396348215831049,1.06300710335142
ENSG00000267381,2.5082714930276233,1.4456426496083157,1.0626288434193076
ENSG00000178162,1.6545059093535628,0.5928005727419485,1.0617053366116143
ENSG00000123119,3.2312520637826974,2.1699170450746545,1.0613350187080428
ENSG00000260837,5.822324481284276,4.761684272742701,1.0606402085415745
ENSG00000124795,9.473736684820684,8.413887570776344,1.05984911404434
ENSG00000163535,4.712312892679578,3.6524904117870167,1.0598224808925614
ENSG00000198673,6.074791980207633,5.015156335286214,1.0596356449214186
ENSG00000163536,4.738950182335004,3.680209176621637,1.058741005713367
ENSG00000155100,5.944517032843557,4.885799108844148,1.0587179239994082
ENSG00000138182,5.5517623152639635,4.493196748382602,1.0585655668813612
