Gene,PD_mean,CC_mean,Difference
ENSG00000163817,1.6760824341336928,0.6186984355551418,1.0573839985785511
ENSG00000141682,5.975281444986215,4.91809466354348,1.0571867814427351
ENSG00000189134,2.8987962860737113,1.8421934893746656,1.0566027966990457
ENSG00000092208,5.432455082324094,4.376311507418296,1.0561435749057981
ENSG00000135776,6.870661080834416,5.814715818323085,1.0559452625113304
ENSG00000164821,6.841854754632099,5.7863377041562245,1.0555170504758742
ENSG00000259319,3.842837131133718,2.787466301628541,1.055370829505177
ENSG00000122481,4.743175220976472,3.6880414074137744,1.0551338135626973
ENSG00000234284,5.289150109741619,4.234632425461867,1.0545176842797517
ENSG00000118495,7.792845565701742,6.738451116086845,1.0543944496148967
ENSG00000255837,2.864366351661135,1.8102572955532665,1.0541090561078683
ENSG00000138778,3.6013596192958186,2.5473211175641377,1.054038501731681
ENSG00000198146,6.015796008365172,4.961778255893476,1.0540177524716956
ENSG00000250303,5.01150553047546,3.957966746654004,1.0535387838214558
ENSG00000133808,5.37738778376821,4.324072847646201,1.0533149361220087
ENSG00000254126,1.3582673348656067,2.4114972505608043,-1.0532299156951976
ENSG00000128791,5.675625222191912,4.622748712029511,1.0528765101624007
ENSG00000230844,5.685166220031388,4.632368001196447,1.0527982188349414
ENSG00000175087,6.375351294113412,5.32260685755341,1.052744436560002
ENSG00000247400,5.464303675829698,4.412203941439473,1.0520997343902252
ENSG00000256274,1.165308849388279,0.11321160719436829,1.0520972421939108
ENSG00000188647,8.899371378398184,7.8473690285488376,1.0520023498493467
ENSG00000259642,5.135889559649974,4.084319976796146,1.051569582853828
ENSG00000116678,4.881477320970126,3.8304517290257962,1.05102559194433
ENSG00000101278,2.7633175055297756,1.7126376900020206,1.050679815527755
ENSG00000058091,7.046788511733101,5.996283139319991,1.0505053724131095
ENSG00000128918,4.017996481908271,2.967513233615645,1.0504832482926258
ENSG00000138326,10.597322870007982,9.54736980926145,1.0499530607465317
ENSG00000188994,8.027241987491722,6.977461640004428,1.0497803474872942
ENSG00000151773,2.857592687578244,1.8081873621981404,1.0494053253801037
ENSG00000259865,6.100852416870111,5.051458278841715,1.0493941380283953
ENSG00000149346,2.942448868533985,1.8932361880273627,1.0492126805066222
ENSG00000178691,8.3120416354664,7.262832793126823,1.049208842339577
ENSG00000255545,3.448549230492189,2.4002393324838205,1.0483098980083687
ENSG00000167377,2.4825884262264126,1.434560204567486,1.0480282216589267
ENSG00000164327,9.769653429921986,8.722065570195042,1.047587859726944
ENSG00000261098,4.702738671005053,3.6551925006139574,1.047546170391096
ENSG00000149231,7.250477888819081,6.20295354372453,1.0475243450945504
ENSG00000050767,2.9089932529908094,1.8615087705317654,1.047484482459044
ENSG00000187164,7.052327988034396,6.005127833496234,1.047200154538162
ENSG00000253738,6.117861005743933,5.070875503105896,1.0469855026380372
ENSG00000100505,3.360533148156201,2.3137591634727204,1.0467739846834805
ENSG00000066422,8.292233772822756,7.245643470698341,1.0465903021244154
ENSG00000215568,1.3773355590735967,0.33170401355533746,1.0456315455182592
ENSG00000251957,1.2295739585136223,0.18464017862293972,1.0449337798906826
ENSG00000170917,3.4625497528722633,2.4178539145550366,1.0446958383172267
ENSG00000236756,1.5566416671474375,0.5121375001030223,1.044504167044415
ENSG00000114209,8.197390771771673,7.15364918188555,1.0437415898861229
ENSG00000166479,8.574919515033411,7.53124068445715,1.043678830576261
ENSG00000162688,7.013100644379538,5.970028484446579,1.0430721599329589
ENSG00000151414,8.875177934541734,7.832246507749267,1.0429314267924665
ENSG00000238465,3.225852254598466,2.182992154339246,1.0428601002592202
ENSG00000196911,6.763778364570391,5.720961197063727,1.042817167506664
ENSG00000172795,10.279030475534652,9.236214516046685,1.0428159594879673
ENSG00000114346,5.433690759584178,4.392045152290509,1.0416456072936695
ENSG00000143674,4.0066227651332875,2.965098617005063,1.0415241481282247
ENSG00000138411,6.267725717579748,5.2262853213175235,1.0414403962622245
ENSG00000255624,3.0761004931133566,2.034823709332507,1.0412767837808499
ENSG00000005812,8.672328636153955,7.631207741280248,1.041120894873707
ENSG00000162069,6.2051588252936405,5.1645890511588135,1.040569774134827
ENSG00000213707,1.902954602839617,0.8626296855036307,1.0403249173359863
ENSG00000157224,3.0753999566856156,2.0356091499822866,1.039790806703329
ENSG00000113638,5.8501243951226565,4.810878591023884,1.0392458040987727
ENSG00000213036,1.7180281620643185,0.6792696431662097,1.0387585188981088
ENSG00000236242,2.732841454124456,1.6951548161188132,1.0376866380056426
ENSG00000144395,1.9779932967103744,0.9407089286744509,1.0372843680359236
ENSG00000269487,1.662607059580581,0.6253491072973906,1.0372579522831904
ENSG00000075131,4.182307206114817,3.1455033254224234,1.036803880692394
ENSG00000186231,3.225298478461631,2.189006092011848,1.0362923864497833
ENSG00000163694,9.60246369673918,8.566525708307344,1.0359379884318365
ENSG00000175984,3.5015035950128603,2.4664463135053825,1.0350572815074779
ENSG00000214465,2.151734038175917,1.117075572947993,1.0346584652279238
ENSG00000172469,6.125822938033198,5.091527557964723,1.0342953800684755
ENSG00000189127,3.455273449957175,2.42135423327469,1.0339192166824853
ENSG00000156273,10.232578948189152,9.198972818162675,1.0336061300264774
ENSG00000251023,4.206253797038484,3.172709120997209,1.0335446760412754
ENSG00000104450,6.320498130628824,5.287012875614531,1.033485255014293
ENSG00000259418,2.019038868918688,0.9866986565155026,1.0323402124031853
ENSG00000153130,6.211990630971353,5.179776795833623,1.0322138351377292
ENSG00000250312,5.097064561691599,4.0648954942876205,1.032169067403978
ENSG00000220323,1.9655492167814803,0.9340582569322021,1.031490959849278
ENSG00000177692,2.3868552981011217,1.3572591500469007,1.029596148054221
ENSG00000166736,1.9519744055691188,2.981563812541271,-1.0295894069721523
ENSG00000122482,7.487126315709027,6.458925347213657,1.0282009684953701
ENSG00000137845,10.171919342013089,9.143862267647807,1.0280570743652824
ENSG00000272403,3.6566445459236507,2.628618737519625,1.028025808404026
ENSG00000174106,7.6150441991652755,6.587726841030038,1.027317358135238
ENSG00000246130,2.9441203395624225,1.916818231005386,1.0273021085570364
ENSG00000127377,2.375812711451189,1.349328342019133,1.0264843694320558
ENSG00000109163,1.3236808765923695,0.29785178581730803,1.0258290907750616
ENSG00000207248,2.7921088860319228,1.7667844600907456,1.0253244259411771
ENSG00000198862,7.898698464229855,6.873770529177966,1.0249279350518892
ENSG00000265728,1.9220806412284475,0.8973030303015052,1.0247776109269422
ENSG00000115896,5.127660952619444,4.10292415251284,1.024736800106604
ENSG00000144228,9.08416723883472,8.059673739357711,1.0244934994770087
ENSG00000099290,6.396923005420166,5.372589660757095,1.024333344663071
ENSG00000161970,8.573744091091585,7.5496880956963635,1.024055995395222
ENSG00000273112,3.5689869950030215,2.5451968922477914,1.02379010275523
ENSG00000176018,7.630972017682043,6.607647336714734,1.0233246809673089
ENSG00000249353,3.3849608143810515,2.362295869136044,1.0226649452450074
