Gene_Symbol,GSM4054763_Counts_SN_C1,GSM4054764_Counts_SN_C2,GSM4054765_Counts_SN_C3,GSM4054766_Counts_SN_C4,GSM4054767_Counts_SN_C5,GSM4054768_Counts_SN_PD1,GSM4054769_Counts_SN_PD2,GSM4054770_Counts_SN_PD3,GSM4054771_Counts_SN_PD4,GSM4054772_Counts_SN_PD5
DKKL1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLAT,1411.0,746.0,659.001,1548.0,729.0,1335.0,455.0,991.999,1192.999,957.0
DLC1,2314.001,1455.14,1674.0,2876.992,1184.999,2544.057,1373.999,1957.001,2072.114,2112.683
DLD,2071.001,1200.0,1109.001,2224.0,1015.001,1748.0,635.001,1456.001,1890.999,1440.999
DLEC1,136.188,107.266,226.075,187.085,119.069,174.001,95.264,108.377,210.012,201.607
DLEC1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLEU1,103.653,72.704,88.219,124.612,55.433,103.438,98.985,93.131,90.994,165.216
DLEU2,149.745,87.938,116.356,129.714,64.535,115.822,90.096,105.385,144.731,164.617
DLEU2L,45.514,22.553,41.875,32.618,28.0,49.98,14.323,30.664,68.998,70.75
DLEU7,127.001,56.001,54.0,116.437,71.999,133.712,35.0,110.0,96.0,76.001
DLG1,3683.12,2781.321,3430.381,4703.433,2450.552,5213.874,2062.518,3539.882,5160.976,4821.889
DLG1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
DLG2,3545.0,2612.999,2631.999,4315.0,2582.001,4791.999,1147.001,3567.999,4774.998,3336.0
DLG2-AS2,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0
DLG3,813.0,543.0,507.0,1027.0,659.0,941.001,327.0,632.0,796.001,586.001
DLG3-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLG4,2732.999,1933.0,1735.002,3957.999,2437.0,3424.0,1372.001,2188.0,2724.999,1865.999
DLG5,1774.412,1034.341,1198.564,1900.406,866.466,1625.211,1166.596,1286.105,1692.4,1617.47
DLG5-AS1,35.19,23.288,39.177,49.487,25.001,35.791,28.736,39.911,51.402,40.921
DLGAP1,545.0,383.999,323.999,765.0,470.0,706.0,117.977,418.001,658.667,353.999
DLGAP1-AS1,159.248,112.998,125.819,256.012,136.42,151.26,142.438,138.765,219.127,173.507
DLGAP1-AS2,128.128,55.369,78.263,143.267,50.942,86.481,80.987,90.95,133.414,123.392
DLGAP1-AS3,1.0,0.0,2.0,0.0,3.0,2.0,1.0,1.0,2.0,3.0
DLGAP1-AS4,1.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,3.0,3.0
DLGAP1-AS5,36.0,30.0,34.0,32.0,19.0,46.0,10.0,16.0,23.0,17.0
DLGAP1-AS6,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
DLGAP2,79.026,1.0,20.636,54.487,2.971,2.736,0.0,27.784,25.317,2.0
DLGAP2-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLGAP3,514.0,777.0,206.0,511.0,283.0,528.001,140.0,274.0,387.999,177.0
DLGAP4,1431.0,860.0,686.998,1534.999,766.001,1203.001,729.0,799.001,1080.0,885.999
DLGAP4-AS1,8.0,9.0,6.0,8.0,5.0,17.0,8.0,12.0,14.0,12.0
DLGAP5,64.0,0.0,1.0,1.0,0.0,1.0,9.0,12.0,1.0,2.0
DLGAP5P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLGAP5P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLK1,474.0,99.0,190.0,481.0,264.0,171.0,21.0,270.0,150.0,152.0
DLK2,56.809,20.082,26.2,55.04,38.094,62.974,11.951,30.593,44.876,24.561
DLL3,109.0,106.0,99.0,172.0,62.0,120.0,49.0,55.0,130.0,82.0
DLL4,359.0,325.0,149.0,457.0,150.0,239.0,355.001,274.001,442.0,472.999
DLST,2138.957,1274.14,1376.225,2339.137,1182.288,1939.302,1137.42,1510.102,1857.337,1618.768
DLSTP1,3.065,6.139,1.01,5.081,1.012,4.084,0.0,1.025,0.0,1.022
DLX1,5.0,6.0,2.0,7.0,0.0,6.0,4.0,2.0,3.0,3.0
DLX2,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
DLX2-DT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLX3,1.0,0.0,3.0,2.0,4.0,2.0,1.0,0.0,1.0,3.0
DLX4,2.0,0.0,4.0,2.0,0.0,2.0,4.0,3.0,0.0,2.0
DLX5,2.0,1.0,0.0,3.0,0.0,4.0,8.0,4.0,0.0,5.0
DLX6,2.0,6.0,1.0,2.002,1.0,1.0,0.0,1.0,3.0,1.0
DLX6-AS1,23.87,21.437,20.031,28.28,14.774,45.339,17.967,25.879,35.681,42.557
DM1-AS,4.0,14.0,19.0,12.017,7.0,14.0,14.0,8.0,11.0,14.0
DMAC1,1070.992,731.0,767.0,1264.998,696.0,1010.0,488.0,770.996,1015.988,792.056
DMAC1P1,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0
DMAC2,811.268,491.0,541.128,950.565,445.274,748.001,541.059,571.585,665.564,661.669
DMAC2L,1083.916,735.787,910.581,1148.953,578.639,1166.714,328.323,809.978,1231.467,882.344
DMAP1,1365.323,885.997,1051.999,1588.35,880.0,1568.0,722.002,1096.559,1295.999,1174.968
DMBT1,186.0,269.0,432.001,447.0,159.0,422.999,360.999,411.001,341.0,531.0
DMBT1L1,16.963,12.709,18.514,23.907,7.176,15.971,9.413,15.138,27.512,21.747
DMBX1,31.448,79.641,21.423,53.038,41.264,95.664,17.064,24.247,87.397,49.657
DMC1,60.414,30.109,28.718,48.533,18.13,32.014,30.611,22.454,51.341,41.631
DMD,1316.527,984.523,1025.119,2062.267,705.906,1413.035,644.571,1021.092,1487.253,1611.991
DMD-AS3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DMGDH,133.999,72.001,107.999,142.001,61.0,124.118,41.999,84.0,169.761,123.007
DMKN,321.403,64.189,295.493,448.152,341.338,223.278,46.033,438.153,187.702,126.418
DMP1,4.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0
DMP1-AS1,15.0,0.0,3.0,7.0,0.0,3.0,0.0,0.0,2.0,2.145
DMPK,2152.325,1539.262,1937.627,2482.908,1233.442,2232.944,1716.687,1564.381,1987.928,2181.98
DMRT1,2.002,1.0,2.002,1.0,1.0,2.0,1.002,4.924,1.001,4.336
DMRT2,129.0,113.0,107.0,159.0,80.0,141.0,53.0,146.0,199.0,97.0
DMRT3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
DMRTA1,16.0,7.0,17.0,23.0,11.0,16.0,5.0,18.0,12.0,21.0
DMRTA2,18.0,9.0,11.0,7.0,12.0,19.0,12.0,7.0,22.0,14.0
DMRTB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DMRTC1,37.493,12.822,19.84,41.871,22.071,28.696,14.799,35.855,36.597,15.312
DMRTC1B,100.507,63.179,74.161,125.129,65.929,78.304,20.188,65.143,88.403,77.688
DMRTC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DMTF1,3265.002,1941.772,2588.008,3795.514,1611.707,3419.004,1262.035,2808.88,3402.96,3350.749
DMTF1-AS1,51.0,33.0,45.0,61.0,28.0,70.0,30.0,46.0,60.0,34.0
DMTN,3112.999,1731.0,1854.001,4080.0,2434.998,3187.997,844.999,2097.001,2637.0,1450.0
DMWD,1362.489,906.402,945.237,1373.404,787.664,1368.297,664.88,946.995,1156.612,1101.02
DMXL1,2199.001,1353.0,1637.0,2375.001,1297.0,2424.0,533.001,1889.0,2455.0,1846.0
DMXL1-DT,10.416,4.0,7.63,10.997,5.233,10.365,5.041,11.439,8.652,6.0
DMXL2,2326.383,1043.094,1301.102,2531.844,1523.897,2291.97,358.079,1772.839,2110.537,1238.091
DNA2,191.0,103.0,143.0,277.0,91.0,210.0,154.0,185.0,175.003,347.0
DNAAF1,291.012,218.758,407.281,532.987,324.112,348.576,255.687,291.8,435.551,612.674
DNAAF10,339.935,286.249,291.987,395.641,196.497,354.301,161.888,320.216,389.137,379.851
DNAAF11,129.0,57.0,103.001,201.999,85.001,131.0,64.999,91.0,125.0,199.999
DNAAF11P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAAF19,12.971,3.838,2.3,7.187,0.0,13.141,2.68,17.009,10.667,4.329
DNAAF2,233.0,144.0,151.0,321.0,113.0,244.0,120.0,211.0,198.0,258.0
DNAAF3,11.554,6.0,31.0,30.0,11.0,16.0,29.0,18.0,13.0,37.0
DNAAF3-AS1,2.116,0.0,1.0,1.011,0.0,0.0,0.0,1.008,0.0,3.049
DNAAF4,203.239,67.771,114.212,116.347,66.042,108.29,56.961,106.008,115.873,166.694
DNAAF4-CCPG1,27.46,14.308,11.142,25.844,0.0,1.984,0.0,41.631,32.608,40.186
DNAAF5,469.266,286.398,338.556,484.418,250.169,371.552,240.679,268.284,380.236,320.892
DNAAF6,11.533,6.603,14.135,16.084,12.538,14.663,13.547,8.418,17.095,32.246
DNAAF8,38.002,23.999,43.999,53.0,23.0,34.999,26.0,26.0,30.0,48.0
DNAAF9,3328.108,2280.011,2765.077,3625.781,1977.122,3742.05,1157.102,2588.175,3547.091,2897.149
DNAH1,915.0,491.001,919.0,969.998,768.999,1077.0,208.999,612.0,1024.0,506.0
DNAH10,83.145,33.915,70.277,59.407,49.259,69.391,22.237,90.284,61.143,87.901
DNAH10OS,264.372,153.322,110.093,326.453,153.845,168.198,168.521,263.313,203.621,214.363
DNAH11,35.396,30.001,64.0,62.966,38.001,50.003,62.982,48.991,80.001,209.18
DNAH12,38.999,22.001,72.0,70.0,59.0,33.0,39.0,33.999,62.0,140.0
DNAH14,111.137,76.526,76.144,130.992,58.751,104.292,25.679,79.306,91.584,98.557
DNAH17,1139.509,1471.777,1864.152,2541.87,1017.864,2053.653,477.281,1296.921,2458.912,1220.384
DNAH17-AS1,276.322,371.61,350.735,811.285,303.718,195.188,41.39,197.436,366.408,135.143
DNAH2,58.841,29.767,95.811,93.41,89.089,59.409,56.381,54.274,76.169,129.638
DNAH3,8.781,5.114,44.088,44.131,27.312,6.138,16.52,15.124,40.804,87.337
DNAH5,109.0,50.0,144.0,93.0,69.0,108.0,35.0,90.0,118.0,198.0
DNAH5-AS1,2.916,4.839,11.523,7.625,0.0,10.233,7.382,1.023,10.331,4.968
DNAH6,101.0,70.989,111.0,156.999,118.0,141.291,32.966,101.999,110.999,154.0
DNAH7,172.934,141.967,171.542,176.338,99.917,212.462,40.612,145.498,190.726,191.507
DNAH8,8.0,5.0,7.0,9.0,5.0,8.0,3.001,8.0,10.0,5.999
DNAH8-AS1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAH8-DT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAH9,447.229,366.831,570.167,536.506,299.514,546.669,155.849,411.478,369.229,582.204
DNAI1,40.001,23.0,65.0,71.998,46.0,26.0,31.0,52.0,46.999,80.999
DNAI2,9.0,3.0,32.0,21.999,21.0,7.0,23.0,10.0,13.0,48.0
DNAI3,10.0,8.0,21.0,35.0,34.0,19.0,10.0,21.0,17.001,51.999
DNAI4,114.433,89.955,134.897,154.258,73.996,161.244,62.4,169.984,145.933,205.449
DNAI7,57.0,33.0,55.059,72.0,52.0,55.999,22.0,59.0,62.0,59.01
DNAJA1,7069.996,4633.989,4323.914,11733.992,3866.993,9396.005,12402.004,6991.996,7851.992,13591.039
DNAJA1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAJA1P2,0.0,3.002,0.0,1.001,1.001,1.001,4.0,0.0,1.001,3.005
DNAJA1P3,2.004,8.01,1.103,4.008,3.006,6.007,7.018,2.004,6.008,3.0
DNAJA1P4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAJA1P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAJA1P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAJA2,2528.0,1585.0,1725.0,3177.999,1509.0,2642.0,1108.0,2043.0,2491.0,2200.0
DNAJA2-DT,6.0,6.0,4.0,6.0,5.0,6.0,1.0,2.0,4.0,7.0
DNAJA3,0.0,90.353,0.0,0.0,0.0,0.0,116.101,0.0,0.0,0.0
DNAJA4,3928.0,2345.001,2088.001,6028.0,2740.999,5243.0,4072.0,3269.999,4541.0,5156.001
DNAJA4-DT,0.0,0.0,1.991,1.032,0.0,0.0,1.0,1.0,0.94,0.0
DNAJB1,5049.543,4608.656,2568.807,7809.638,1743.813,6214.755,19415.318,3631.778,6719.138,14654.659
DNAJB11,1796.458,699.843,759.941,2039.7,638.675,1327.596,760.799,1081.062,1390.133,1483.217
DNAJB12,1201.0,805.001,875.0,1283.0,654.0,1109.0,583.0,947.0,1064.001,934.0
DNAJB12P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
DNAJB13,16.0,10.0,20.955,16.545,13.082,19.958,10.0,15.021,15.856,20.001
DNAJB14,1935.809,1060.719,1114.63,2056.362,1012.647,1939.34,570.269,1701.35,2024.075,1794.832
DNAJB1P1,1.007,0.0,0.0,1.012,0.0,3.049,0.0,0.0,1.011,1.012
DNAJB1P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAJB2,9469.001,8628.001,10489.001,15391.999,7477.001,14316.001,11823.0,8529.0,13566.999,13779.999
DNAJB3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAJB4,1249.0,1073.0,883.04,2033.999,631.851,2025.999,1663.001,1232.33,1760.307,3629.0
DNAJB5,860.0,549.999,480.0,872.97,359.94,676.999,394.0,441.0,747.0,636.004
DNAJB5-DT,2.0,0.0,3.0,6.0,1.0,3.0,2.0,1.0,1.0,10.0
DNAJB5P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAJB6,4495.703,2968.379,3033.085,6538.466,2517.413,5927.689,5808.739,4759.582,5156.491,6957.126
DNAJB6P1,4.259,0.0,3.282,7.148,3.126,1.469,1.979,0.0,0.0,7.86
DNAJB6P2,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
DNAJB6P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
DNAJB6P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAJB6P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAJB6P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAJB6P7,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.001,5.002
DNAJB6P8,1.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0
DNAJB7,11.054,7.332,8.585,4.071,7.903,8.91,7.316,6.219,14.074,15.171
DNAJB8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAJB8-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAJB9,1431.0,729.0,679.0,1574.0,594.0,1202.0,462.0,924.0,1265.0,1154.0
DNAJC1,663.0,365.0,420.0,595.0,254.0,520.0,437.0,586.0,550.0,627.0
DNAJC10,3286.567,1556.95,1997.482,3105.951,1572.282,2793.766,944.31,2464.115,2876.986,2691.306
DNAJC11,1391.912,827.998,970.0,1470.0,853.0,1355.0,581.001,998.001,1219.001,949.0
DNAJC12,724.105,447.033,449.216,910.785,413.012,744.755,307.004,571.228,655.173,687.297
DNAJC13,1770.0,790.0,987.093,1716.688,821.999,1487.0,757.0,1339.0,1781.994,1427.084
DNAJC14,972.655,610.904,662.875,1036.127,567.568,950.135,559.259,785.043,908.651,894.67
DNAJC15,1927.0,1651.0,1358.0,1950.046,976.0,2129.0,648.0,1016.004,2082.0,1755.0
DNAJC16,780.352,462.119,579.509,880.113,427.983,870.243,342.231,600.48,802.53,802.223
DNAJC17,487.945,313.43,337.012,556.594,333.695,503.804,242.539,316.409,520.679,431.197
DNAJC17P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAJC18,1721.975,1227.365,1237.282,1983.166,1220.015,2132.949,723.523,1494.961,1899.315,1539.348
DNAJC19,896.364,615.0,651.001,1055.598,515.999,889.0,387.0,747.0,866.0,794.001
DNAJC19P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAJC19P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAJC19P5,10.0,5.0,4.0,7.0,4.0,5.0,2.0,11.0,11.0,13.0
DNAJC19P6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAJC19P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAJC19P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAJC19P9,1.604,0.0,0.0,1.404,0.0,0.0,0.0,0.0,0.0,0.0
DNAJC2,845.139,448.686,475.076,816.91,317.959,577.593,530.213,488.108,633.487,738.412
DNAJC21,1586.074,1172.757,1106.31,2150.992,918.934,1680.145,674.268,1620.962,1668.935,1980.937
DNAJC22,236.995,150.956,199.835,318.872,156.599,264.427,60.664,300.478,348.306,211.815
DNAJC24,451.098,297.468,306.347,484.751,225.973,410.173,147.133,360.178,455.521,415.254
DNAJC25,275.042,128.36,136.559,336.592,94.377,224.164,99.351,223.95,270.235,250.886
DNAJC25-GNG10,304.676,122.431,152.697,289.615,76.474,154.103,94.422,167.249,167.304,209.007
DNAJC27,782.805,479.72,423.0,1000.709,473.0,940.927,248.746,646.999,975.009,693.011
DNAJC27-AS1,98.016,96.678,153.817,171.89,112.393,151.241,76.078,98.963,164.357,141.177
DNAJC2P1,12.14,16.406,5.133,13.083,8.0,8.497,9.239,12.526,10.339,7.283
DNAJC3,2118.363,1004.048,979.909,2210.32,848.682,1720.581,1097.998,1535.156,1752.692,2239.309
DNAJC3-DT,121.0,159.0,122.0,353.0,121.0,244.0,93.0,152.0,258.0,269.0
DNAJC30,339.718,244.575,292.876,461.004,227.798,322.265,81.902,231.678,303.239,192.345
DNAJC4,519.509,447.525,488.022,727.274,358.768,488.443,345.39,382.131,467.528,404.148
DNAJC5,4866.0,2493.0,2805.0,5424.0,3357.0,4690.0,1820.0,3368.0,4204.0,2814.0
DNAJC5B,16.946,19.97,22.781,27.26,15.619,25.193,29.238,29.277,36.369,37.077
DNAJC5G,10.009,2.0,5.001,8.0,4.0,20.405,1.004,10.721,17.058,12.953
DNAJC6,11724.999,6479.007,7035.999,13148.001,7006.224,11923.0,3768.001,10078.0,12076.054,8135.0
DNAJC6-AS1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAJC7,3660.357,2053.369,2195.078,4173.837,1961.336,3293.578,2125.408,2674.147,3265.802,3270.274
DNAJC8,3010.989,1954.969,2050.793,3489.906,1486.963,2941.926,1843.927,2417.86,2968.851,2857.694
DNAJC8P1,0.0,1.006,1.006,1.007,0.0,0.0,0.0,1.001,0.0,1.007
DNAJC8P2,1.011,3.025,12.202,5.074,3.035,6.074,19.073,7.139,9.145,11.271
DNAJC8P3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAJC8P4,1.0,0.0,1.0,5.013,1.003,2.0,3.0,4.0,2.004,9.027
DNAJC9,861.826,422.0,498.0,838.0,400.0,760.437,440.0,638.0,634.817,830.0
DNAJC9-AS1,22.843,12.448,22.895,43.163,18.31,34.183,20.072,26.503,42.824,32.257
DNAJC9P1,1.174,0.0,0.0,0.0,0.0,2.383,0.0,0.0,1.183,0.0
DNAL1,1112.729,659.66,844.889,1161.225,563.733,1016.619,507.255,888.206,1167.4,1173.405
DNAL4,334.999,266.0,286.0,429.0,254.0,341.0,209.986,223.0,314.0,284.0
DNALI1,587.0,350.0,585.001,725.001,342.001,679.0,332.0,463.0,429.0,550.001
DNASE1,604.767,437.595,572.119,925.837,456.526,920.649,730.383,630.376,714.527,857.586
DNASE1L1,816.116,305.49,415.505,810.682,338.585,444.314,350.39,461.169,463.703,406.097
DNASE1L2,71.0,64.0,112.0,126.0,75.0,150.0,130.0,99.0,95.0,171.0
DNASE1L3,19.015,14.936,11.457,31.019,7.096,13.354,9.199,9.665,20.247,23.092
DNASE2,843.355,367.158,436.514,825.196,299.762,642.899,484.417,581.991,599.153,545.382
DNASE2B,4.0,4.0,9.0,44.0,1.0,9.0,5.0,18.0,6.0,15.0
DND1,66.483,41.164,47.936,79.271,36.542,64.999,51.852,52.482,59.891,56.55
DNER,11618.0,7637.0,6859.0,12650.0,5929.0,11608.0,4874.0,7538.0,9610.0,7944.0
DNHD1,800.171,503.848,799.285,1055.453,418.318,1056.895,450.999,878.103,985.344,736.649
DNLZ,173.056,121.004,122.399,199.736,77.324,184.379,162.992,134.864,149.17,140.579
DNM1,6798.826,3340.204,4367.258,9922.301,7144.502,7209.763,1216.03,5418.643,5469.615,2613.68
DNM1L,4091.208,2205.889,2363.746,4399.414,2215.389,4016.46,955.072,2992.1,3853.506,2634.111
DNM1P17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNM1P24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNM1P29,11.289,8.0,5.258,11.0,4.999,15.007,0.0,9.0,14.0,0.0
DNM1P30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNM1P31,2.0,1.0,2.0,6.0,2.001,4.32,0.0,1.465,0.0,1.0
DNM1P32,1.711,0.0,1.742,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNM1P33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
DNM1P34,8.0,2.0,6.0,9.995,3.0,11.063,1.96,7.99,8.074,3.959
DNM1P35,14.933,11.52,9.586,23.204,16.106,12.715,6.126,16.305,14.142,12.269
DNM1P38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNM1P46,34.728,36.792,35.123,47.645,23.872,56.857,18.725,36.09,53.625,21.087
DNM1P47,185.457,135.433,211.844,184.326,273.067,349.191,41.264,156.513,169.166,150.63
DNM1P48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNM1P49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNM1P5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.535,0.0,0.0
DNM1P51,68.953,35.832,45.827,85.32,83.185,70.571,17.421,53.153,47.736,36.34
DNM2,5362.269,4214.818,4940.453,6622.169,3296.178,6583.56,3517.395,4620.38,5976.477,4609.471
DNM3,5559.0,2914.0,3137.001,6277.0,3763.999,6159.0,1402.0,4586.001,6191.0,4367.0
DNM3-IT1,3.0,0.0,3.0,3.0,0.0,1.0,0.0,2.0,2.0,4.0
DNM3OS,15.0,8.0,5.0,14.0,1.0,10.0,10.0,8.0,12.0,15.0
DNMBP,342.002,133.0,206.0,326.0,163.0,255.001,161.0,213.0,293.999,252.0
DNMBP-AS1,55.114,73.949,88.169,47.691,28.318,53.807,44.509,48.644,71.937,85.483
DNMT1,1959.545,935.947,1082.777,1917.33,908.81,1793.357,1081.095,1609.001,1558.656,1358.127
DNMT3A,1573.0,971.057,1501.362,1827.831,1060.946,1947.017,810.957,1367.151,1809.825,1531.152
DNMT3AP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNMT3B,57.0,33.0,46.0,63.0,31.0,52.0,19.0,27.0,39.0,48.0
DNMT3L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
DNMT3L-AS1,6.0,2.0,6.0,8.0,3.0,2.0,9.0,5.0,6.0,3.0
DNPEP,807.361,516.727,568.783,837.54,454.27,724.184,514.45,627.292,715.913,575.467
DNPEP-AS1,2.0,2.0,12.0,7.0,1.0,10.0,5.0,4.0,4.0,14.0
DNPH1,518.0,432.0,565.0,715.001,327.0,582.0,345.0,381.0,484.0,329.0
DNTT,3.0,3.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0
DNTTIP1,519.0,307.0,344.999,587.999,250.999,460.0,278.001,322.0,435.0,386.999
DNTTIP2,1618.614,942.712,1011.857,1743.013,799.676,1359.959,915.459,1234.708,1452.17,1559.776
DOC2A,214.598,86.314,308.586,461.527,325.696,305.861,208.313,263.269,233.709,317.709
DOC2B,838.418,0.0,650.732,0.0,793.564,0.0,0.0,0.0,0.0,759.02
DOC2GP,4.0,18.0,10.0,36.0,6.0,22.0,26.0,16.0,17.0,18.0
DOCK1,5720.999,3173.999,4060.001,5941.0,2424.999,5331.0,3415.0,5381.0,5476.0,4726.0
DOCK1-AS1,8.0,4.0,3.0,5.0,1.0,11.0,4.0,3.0,13.0,7.0
DOCK10,5246.189,3145.274,4112.712,5420.412,2816.051,6048.425,1767.275,4928.005,5833.957,4995.68
DOCK11,627.992,215.99,241.001,574.0,181.0,384.0,214.0,479.996,424.999,460.0
DOCK11P1,1.007,1.01,0.0,0.0,0.0,0.0,0.0,1.004,0.0,0.0
DOCK2,1214.999,255.999,308.001,825.001,265.0,652.001,324.999,925.0,554.0,413.001
DOCK3,2759.0,1601.0,2181.0,3162.0,1885.0,3801.0,1015.0,2391.0,3165.0,2354.0
DOCK4,3750.399,1766.717,2020.135,3308.006,1626.186,3604.675,995.003,2917.956,3449.312,2599.482
DOCK4-AS1,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0
DOCK5,6622.231,3411.745,4315.297,4993.632,2632.037,6331.677,2641.12,7080.858,5858.17,6348.147
DOCK6,654.597,431.537,534.948,1027.938,339.741,676.025,659.88,566.932,609.735,628.07
DOCK6-AS1,5.0,9.003,5.0,6.002,2.0,7.0,4.0,4.0,14.0,6.0
DOCK7,1526.87,853.714,1094.928,1738.965,750.2,1571.631,701.986,1125.479,1631.036,1503.518
DOCK7-DT,17.0,9.0,13.0,9.0,7.0,13.0,9.0,9.0,11.0,18.0
DOCK8,1531.788,312.087,530.369,784.121,401.846,1019.941,519.717,1197.104,860.537,678.778
DOCK8-AS1,97.333,58.289,85.557,105.377,40.47,78.853,72.272,75.349,97.188,116.035
DOCK9,6382.463,5097.594,6397.921,8706.18,4338.121,8472.335,4836.045,6996.622,8082.518,9292.212
DOCK9-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOCK9-DT,25.0,26.0,18.0,30.0,9.0,36.0,6.0,16.0,29.0,17.0
DOHH,1716.999,1450.999,1706.0,2454.0,1336.0,2409.0,1850.0,1632.001,1926.0,1637.0
DOK1,325.0,159.0,205.0,361.0,132.0,302.0,339.999,274.0,249.999,244.0
DOK2,60.0,7.0,14.0,26.0,12.0,7.0,70.999,17.0,18.001,29.0
DOK3,456.0,117.002,150.999,376.0,138.0,184.0,152.001,207.0,146.0,170.0
DOK4,290.001,182.001,211.0,354.999,197.0,277.0,173.0,247.0,237.999,267.001
DOK5,328.0,188.0,174.0,497.0,216.0,324.0,166.0,239.0,342.0,272.0
