Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Reactome_2022	Phase I - Functionalization Of Compounds R-HSA-211945	3/104	2.643159e-01	9.841677e-01	0	0	1.708445e+00	2.273275e+00	CYP51A1;CYP1B1;CES3
Reactome_2022	Activation Of SMO R-HSA-5635838	1/18	2.676602e-01	9.841677e-01	0	0	3.378053e+00	4.452399e+00	PTCH1
Reactome_2022	Synthesis Of Glycosylphosphatidylinositol (GPI) R-HSA-162710	1/18	2.676602e-01	9.841677e-01	0	0	3.378053e+00	4.452399e+00	PIGA
Reactome_2022	LDL Clearance R-HSA-8964038	1/18	2.676602e-01	9.841677e-01	0	0	3.378053e+00	4.452399e+00	CES3
Reactome_2022	Arachidonic Acid Metabolism R-HSA-2142753	2/59	2.686254e-01	9.841677e-01	0	0	2.016772e+00	2.650921e+00	CYP1B1;PTGS2
Reactome_2022	Assembly Of Active LPL And LIPC Lipase Complexes R-HSA-8963889	1/19	2.802311e-01	9.841677e-01	0	0	3.190221e+00	4.058409e+00	LPL
Reactome_2022	Biosynthesis Of Specialized Proresolving Mediators (SPMs) R-HSA-9018678	1/19	2.802311e-01	9.841677e-01	0	0	3.190221e+00	4.058409e+00	PTGS2
Reactome_2022	RHO GTPases Activate ROCKs R-HSA-5627117	1/19	2.802311e-01	9.841677e-01	0	0	3.190221e+00	4.058409e+00	ROCK1
Reactome_2022	Ras Activation Upon Ca2+ Influx Thru NMDA Receptor R-HSA-442982	1/19	2.802311e-01	9.841677e-01	0	0	3.190221e+00	4.058409e+00	RASGRF1
Reactome_2022	SUMOylation Of Transcription Factors R-HSA-3232118	1/19	2.802311e-01	9.841677e-01	0	0	3.190221e+00	4.058409e+00	SP3
Reactome_2022	Scavenging By Class A Receptors R-HSA-3000480	1/19	2.802311e-01	9.841677e-01	0	0	3.190221e+00	4.058409e+00	COLEC12
Reactome_2022	Initiation Of Nuclear Envelope (NE) Reformation R-HSA-2995383	1/19	2.802311e-01	9.841677e-01	0	0	3.190221e+00	4.058409e+00	LEMD3
Reactome_2022	Na+/Cl- Dependent Neurotransmitter Transporters R-HSA-442660	1/19	2.802311e-01	9.841677e-01	0	0	3.190221e+00	4.058409e+00	SLC6A20
Reactome_2022	Nicotinamide Salvaging R-HSA-197264	1/19	2.802311e-01	9.841677e-01	0	0	3.190221e+00	4.058409e+00	PTGS2
Reactome_2022	Nuclear Events Stimulated By ALK Signaling In Cancer R-HSA-9725371	1/19	2.802311e-01	9.841677e-01	0	0	3.190221e+00	4.058409e+00	BCL2A1
Reactome_2022	Processing Of Intronless Pre-mRNAs R-HSA-77595	1/20	2.925869e-01	9.841677e-01	0	0	3.022161e+00	3.714216e+00	COLEC12
Reactome_2022	Receptor-type Tyrosine-Protein Phosphatases R-HSA-388844	1/20	2.925869e-01	9.841677e-01	0	0	3.022161e+00	3.714216e+00	SLITRK4
Reactome_2022	SHC-mediated cascade:FGFR1 R-HSA-5654688	1/20	2.925869e-01	9.841677e-01	0	0	3.022161e+00	3.714216e+00	KL
Reactome_2022	Sema4D Induced Cell Migration And Growth-Cone Collapse R-HSA-416572	1/20	2.925869e-01	9.841677e-01	0	0	3.022161e+00	3.714216e+00	ROCK1
Reactome_2022	Signaling By Hippo R-HSA-2028269	1/20	2.925869e-01	9.841677e-01	0	0	3.022161e+00	3.714216e+00	MOB1B
Reactome_2022	TP53 Regulates Transcription Of Genes Involved In Cytochrome C Release R-HSA-6803204	1/20	2.925869e-01	9.841677e-01	0	0	3.022161e+00	3.714216e+00	PMAIP1
Reactome_2022	G Alpha (Q) Signaling Events R-HSA-416476	5/212	2.994110e-01	9.841677e-01	0	0	1.389961e+00	1.676207e+00	RGS18;GPNMB;CHRM5;LPAR1;GNRHR
Reactome_2022	PI-3K cascade:FGFR1 R-HSA-5654689	1/21	3.047311e-01	9.841677e-01	0	0	2.870906e+00	3.411571e+00	KL
Reactome_2022	ER Quality Control Compartment (ERQC) R-HSA-901032	1/21	3.047311e-01	9.841677e-01	0	0	2.870906e+00	3.411571e+00	EDEM3
Reactome_2022	TP53 Regulates Transcription Of Additional Cell Cycle Genes With Uncertain Roles In P53 Pathway R-HSA-6804115	1/21	3.047311e-01	9.841677e-01	0	0	2.870906e+00	3.411571e+00	PLAGL1
Reactome_2022	NOTCH2 Activation And Transmission Of Signal To Nucleus R-HSA-2979096	1/21	3.047311e-01	9.841677e-01	0	0	2.870906e+00	3.411571e+00	ADAM10
Reactome_2022	Cytochrome P450 - Arranged By Substrate Type R-HSA-211897	2/65	3.067817e-01	9.841677e-01	0	0	1.824140e+00	2.155438e+00	CYP51A1;CYP1B1
Reactome_2022	HDR Thru Homologous Recombination (HRR) Or Single Strand Annealing (SSA) R-HSA-5693567	3/114	3.110101e-01	9.841677e-01	0	0	1.553736e+00	1.814655e+00	TIPIN;BRIP1;PPP4R2
Reactome_2022	Integrin Cell Surface Interactions R-HSA-216083	2/66	3.131116e-01	9.841677e-01	0	0	1.795546e+00	2.084980e+00	VCAM1;COL23A1
Reactome_2022	Signaling By Rho GTPases R-HSA-194315	13/644	3.134926e-01	9.841677e-01	0	0	1.187812e+00	1.377837e+00	EGR2;ROCK1;NDUFA5;ZWILCH;ARHGEF17;TWF1;KCTD3;LEMD3;KTN1;SYDE2;SGO2;NHS;ECT2
Reactome_2022	Acyl Chain Remodelling Of PS R-HSA-1482801	1/22	3.166675e-01	9.841677e-01	0	0	2.734057e+00	3.143900e+00	OSBPL8
Reactome_2022	RA Biosynthesis Pathway R-HSA-5365859	1/22	3.166675e-01	9.841677e-01	0	0	2.734057e+00	3.143900e+00	ALDH1A2
Reactome_2022	RNA Polymerase III Transcription Termination R-HSA-73980	1/22	3.166675e-01	9.841677e-01	0	0	2.734057e+00	3.143900e+00	NFIB
Reactome_2022	Common Pathway Of Fibrin Clot Formation R-HSA-140875	1/22	3.166675e-01	9.841677e-01	0	0	2.734057e+00	3.143900e+00	THBD
Reactome_2022	FRS-mediated FGFR1 Signaling R-HSA-5654693	1/22	3.166675e-01	9.841677e-01	0	0	2.734057e+00	3.143900e+00	KL
Reactome_2022	Laminin Interactions R-HSA-3000157	1/22	3.166675e-01	9.841677e-01	0	0	2.734057e+00	3.143900e+00	NID2
Reactome_2022	Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814	2/67	3.194289e-01	9.841677e-01	0	0	1.767832e+00	2.017486e+00	COL17A1;COL23A1
Reactome_2022	Sensory Processing Of Sound By Inner Hair Cells Of Cochlea R-HSA-9662360	2/67	3.194289e-01	9.841677e-01	0	0	1.767832e+00	2.017486e+00	EPS8;TWF1
Reactome_2022	RHOBTB1 GTPase Cycle R-HSA-9013422	1/23	3.283996e-01	9.841677e-01	0	0	2.609649e+00	2.905908e+00	ROCK1
Reactome_2022	CD28 Dependent PI3K/Akt Signaling R-HSA-389357	1/23	3.283996e-01	9.841677e-01	0	0	2.609649e+00	2.905908e+00	RICTOR
Reactome_2022	RHOBTB2 GTPase Cycle R-HSA-9013418	1/23	3.283996e-01	9.841677e-01	0	0	2.609649e+00	2.905908e+00	TWF1
Reactome_2022	Digestion R-HSA-8935690	1/23	3.283996e-01	9.841677e-01	0	0	2.609649e+00	2.905908e+00	CHIT1
Reactome_2022	Triglyceride Catabolism R-HSA-163560	1/23	3.283996e-01	9.841677e-01	0	0	2.609649e+00	2.905908e+00	PLIN1
Reactome_2022	Homology Directed Repair R-HSA-5693538	3/119	3.344860e-01	9.841677e-01	0	0	1.486384e+00	1.627829e+00	TIPIN;BRIP1;PPP4R2
Reactome_2022	Sema4D In Semaphorin Signaling R-HSA-400685	1/24	3.399307e-01	9.841677e-01	0	0	2.496059e+00	2.693281e+00	ROCK1
Reactome_2022	Synthesis Of Bile Acids And Bile Salts Via 7Alpha-Hydroxycholesterol R-HSA-193368	1/24	3.399307e-01	9.841677e-01	0	0	2.496059e+00	2.693281e+00	SYCP2
Reactome_2022	Glycogen Metabolism R-HSA-8982491	1/24	3.399307e-01	9.841677e-01	0	0	2.496059e+00	2.693281e+00	AGL
Reactome_2022	Impaired BRCA2 Binding To PALB2 R-HSA-9709603	1/24	3.399307e-01	9.841677e-01	0	0	2.496059e+00	2.693281e+00	BRIP1
Reactome_2022	Plasma Lipoprotein Assembly, Remodeling, And Clearance R-HSA-174824	2/71	3.445448e-01	9.841677e-01	0	0	1.665009e+00	1.774119e+00	LPL;CES3
Reactome_2022	trans-Golgi Network Vesicle Budding R-HSA-199992	2/71	3.445448e-01	9.841677e-01	0	0	1.665009e+00	1.774119e+00	TBC1D8B;TPD52L1
Reactome_2022	Signaling By Rho GTPases, Miro GTPases And RHOBTB3 R-HSA-9716542	13/660	3.446510e-01	9.841677e-01	0	0	1.157463e+00	1.232957e+00	EGR2;ROCK1;NDUFA5;ZWILCH;ARHGEF17;TWF1;KCTD3;LEMD3;KTN1;SYDE2;SGO2;NHS;ECT2
Reactome_2022	Defective HDR Thru Homologous Recombination (HRR) Due To BRCA1 Loss-Of-Function R-HSA-9701192	1/25	3.512645e-01	9.841677e-01	0	0	2.391935e+00	2.502480e+00	BRIP1
Reactome_2022	TRAF6 Mediated NF-kB Activation R-HSA-933542	1/25	3.512645e-01	9.841677e-01	0	0	2.391935e+00	2.502480e+00	S100B
Reactome_2022	Glucuronidation R-HSA-156588	1/25	3.512645e-01	9.841677e-01	0	0	2.391935e+00	2.502480e+00	UGT2B11
Reactome_2022	NOTCH3 Activation And Transmission Of Signal To Nucleus R-HSA-9013507	1/25	3.512645e-01	9.841677e-01	0	0	2.391935e+00	2.502480e+00	ADAM10
Reactome_2022	Immunoregulatory Interactions Between A Lymphoid And A non-Lymphoid Cell R-HSA-198933	3/123	3.532459e-01	9.841677e-01	0	0	1.436544e+00	1.494855e+00	COLEC12;VCAM1;KLRF1
Reactome_2022	RHOC GTPase Cycle R-HSA-9013106	2/73	3.569927e-01	9.841677e-01	0	0	1.617942e+00	1.666545e+00	ROCK1;ARHGEF17
Reactome_2022	Calnexin/calreticulin Cycle R-HSA-901042	1/26	3.624042e-01	9.841677e-01	0	0	2.296140e+00	2.330571e+00	EDEM3
Reactome_2022	Cholesterol Biosynthesis R-HSA-191273	1/26	3.624042e-01	9.841677e-01	0	0	2.296140e+00	2.330571e+00	CYP51A1
Reactome_2022	Constitutive Signaling By AKT1 E17K In Cancer R-HSA-5674400	1/26	3.624042e-01	9.841677e-01	0	0	2.296140e+00	2.330571e+00	RICTOR
Reactome_2022	N-glycan Antennae Elongation In medial/trans-Golgi R-HSA-975576	1/26	3.624042e-01	9.841677e-01	0	0	2.296140e+00	2.330571e+00	B4GALT6
Reactome_2022	Cell Death Signaling Via NRAGE, NRIF And NADE R-HSA-204998	2/74	3.631849e-01	9.841677e-01	0	0	1.595389e+00	1.615879e+00	ARHGEF17;ECT2
Reactome_2022	ATF4 Activates Genes In Response To Endoplasmic Reticulum Stress R-HSA-380994	1/27	3.733532e-01	9.841677e-01	0	0	2.207715e+00	2.175108e+00	DCP2
Reactome_2022	CREB1 Phosphorylation Thru NMDA Receptor-Mediated Activation Of RAS Signaling R-HSA-442742	1/27	3.733532e-01	9.841677e-01	0	0	2.207715e+00	2.175108e+00	RASGRF1
Reactome_2022	Resolution Of D-loop Structures Thru Synthesis-Dependent Strand Annealing (SDSA) R-HSA-5693554	1/27	3.733532e-01	9.841677e-01	0	0	2.207715e+00	2.175108e+00	BRIP1
Reactome_2022	Signaling By BMP R-HSA-201451	1/27	3.733532e-01	9.841677e-01	0	0	2.207715e+00	2.175108e+00	SMAD6
Reactome_2022	VEGFR2 Mediated Vascular Permeability R-HSA-5218920	1/27	3.733532e-01	9.841677e-01	0	0	2.207715e+00	2.175108e+00	RICTOR
Reactome_2022	Recycling Pathway Of L1 R-HSA-437239	1/28	3.841147e-01	9.841677e-01	0	0	2.125839e+00	2.034033e+00	SHTN1
Reactome_2022	Digestion And Absorption R-HSA-8963743	1/28	3.841147e-01	9.841677e-01	0	0	2.125839e+00	2.034033e+00	CHIT1
Reactome_2022	Interconversion Of Nucleotide Di- And Triphosphates R-HSA-499943	1/28	3.841147e-01	9.841677e-01	0	0	2.125839e+00	2.034033e+00	RRM2B
Reactome_2022	Keratan Sulfate Biosynthesis R-HSA-2022854	1/28	3.841147e-01	9.841677e-01	0	0	2.125839e+00	2.034033e+00	B4GALT6
Reactome_2022	GPCR Ligand Binding R-HSA-500792	9/458	3.867265e-01	9.841677e-01	0	0	1.152741e+00	1.095147e+00	TAS2R40;GPNMB;FZD7;PTCH1;CHRM5;LPAR1;GNRHR;ADORA1;CXCL5
Reactome_2022	COPI-dependent Golgi-to-ER Retrograde Traffic R-HSA-6811434	2/78	3.877177e-01	9.841677e-01	0	0	1.511113e+00	1.431746e+00	KIF20B;KIF27
Reactome_2022	PIWI-interacting RNA (piRNA) Biogenesis R-HSA-5601884	1/29	3.946919e-01	9.841677e-01	0	0	2.049812e+00	1.905607e+00	TDRD6
Reactome_2022	Peroxisomal Lipid Metabolism R-HSA-390918	1/29	3.946919e-01	9.841677e-01	0	0	2.049812e+00	1.905607e+00	SYCP2
Reactome_2022	Processing Of Capped Intronless Pre-mRNA R-HSA-75067	1/29	3.946919e-01	9.841677e-01	0	0	2.049812e+00	1.905607e+00	COLEC12
Reactome_2022	Cristae Formation R-HSA-8949613	1/29	3.946919e-01	9.841677e-01	0	0	2.049812e+00	1.905607e+00	APOOL
Reactome_2022	TNFs Bind Their Physiological Receptors R-HSA-5669034	1/29	3.946919e-01	9.841677e-01	0	0	2.049812e+00	1.905607e+00	TNFRSF9
Reactome_2022	Interaction Between L1 And Ankyrins R-HSA-445095	1/29	3.946919e-01	9.841677e-01	0	0	2.049812e+00	1.905607e+00	SCN9A
Reactome_2022	Signaling By GPCR R-HSA-372790	13/689	4.024337e-01	9.841677e-01	0	0	1.106119e+00	1.006817e+00	RGS18;TAS2R40;ROCK1;FZD7;PTCH1;ARHGEF17;CHRM5;LPAR1;CXCL5;GPNMB;GNRHR;ADORA1;ECT2
Reactome_2022	Activation Of BH3-only Proteins R-HSA-114452	1/30	4.050880e-01	9.841677e-01	0	0	1.979028e+00	1.788350e+00	PMAIP1
Reactome_2022	Downstream Signaling Of Activated FGFR1 R-HSA-5654687	1/30	4.050880e-01	9.841677e-01	0	0	1.979028e+00	1.788350e+00	KL
Reactome_2022	Activated NOTCH1 Transmits Signal To Nucleus R-HSA-2122948	1/31	4.153061e-01	9.841677e-01	0	0	1.912963e+00	1.680996e+00	ADAM10
Reactome_2022	RUNX2 Regulates Bone Development R-HSA-8941326	1/31	4.153061e-01	9.841677e-01	0	0	1.912963e+00	1.680996e+00	SMAD6
Reactome_2022	Nicotinate Metabolism R-HSA-196807	1/31	4.153061e-01	9.841677e-01	0	0	1.912963e+00	1.680996e+00	PTGS2
Reactome_2022	PERK Regulates Gene Expression R-HSA-381042	1/32	4.253491e-01	9.841677e-01	0	0	1.851160e+00	1.582455e+00	DCP2
Reactome_2022	Phase 0 - Rapid Depolarisation R-HSA-5576892	1/32	4.253491e-01	9.841677e-01	0	0	1.851160e+00	1.582455e+00	SCN9A
Reactome_2022	Signaling By NOTCH2 R-HSA-1980145	1/32	4.253491e-01	9.841677e-01	0	0	1.851160e+00	1.582455e+00	ADAM10
Reactome_2022	Nuclear Signaling By ERBB4 R-HSA-1251985	1/32	4.253491e-01	9.841677e-01	0	0	1.851160e+00	1.582455e+00	S100B
Reactome_2022	Hedgehog On State R-HSA-5632684	2/85	4.295982e-01	9.841677e-01	0	0	1.383175e+00	1.168651e+00	PTCH1;SPOPL
Reactome_2022	Antigen Processing: Ubiquitination And Proteasome Degradation R-HSA-983168	6/307	4.311721e-01	9.841677e-01	0	0	1.144908e+00	9.631514e-01	TRIM9;HECW2;LTN1;TRIM36;FBXL3;KBTBD8
Reactome_2022	Oncogene Induced Senescence R-HSA-2559585	1/33	4.352202e-01	9.841677e-01	0	0	1.793220e+00	1.491786e+00	E2F3
Reactome_2022	Amino Acid Transport Across Plasma Membrane R-HSA-352230	1/33	4.352202e-01	9.841677e-01	0	0	1.793220e+00	1.491786e+00	SLC6A20
Reactome_2022	Plasma Lipoprotein Remodeling R-HSA-8963899	1/33	4.352202e-01	9.841677e-01	0	0	1.793220e+00	1.491786e+00	LPL
Reactome_2022	Resolution Of D-loop Structures Thru Holliday Junction Intermediates R-HSA-5693568	1/33	4.352202e-01	9.841677e-01	0	0	1.793220e+00	1.491786e+00	BRIP1
Reactome_2022	Keratan Sulfate/Keratin Metabolism R-HSA-1638074	1/33	4.352202e-01	9.841677e-01	0	0	1.793220e+00	1.491786e+00	B4GALT6
Reactome_2022	Negative Regulation Of FGFR1 Signaling R-HSA-5654726	1/33	4.352202e-01	9.841677e-01	0	0	1.793220e+00	1.491786e+00	KL
Reactome_2022	RAC2 GTPase Cycle R-HSA-9013404	2/87	4.412873e-01	9.841677e-01	0	0	1.350492e+00	1.104782e+00	NHS;LEMD3
Reactome_2022	CD28 Co-Stimulation R-HSA-389356	1/34	4.449221e-01	9.841677e-01	0	0	1.738791e+00	1.408171e+00	RICTOR
Reactome_2022	Resolution Of D-Loop Structures R-HSA-5693537	1/34	4.449221e-01	9.841677e-01	0	0	1.738791e+00	1.408171e+00	BRIP1
Reactome_2022	EPHB-mediated Forward Signaling R-HSA-3928662	1/34	4.449221e-01	9.841677e-01	0	0	1.738791e+00	1.408171e+00	ROCK1
Reactome_2022	Synthesis Of Bile Acids And Bile Salts R-HSA-192105	1/34	4.449221e-01	9.841677e-01	0	0	1.738791e+00	1.408171e+00	SYCP2
Reactome_2022	Metabolic Disorders Of Biological Oxidation Enzymes R-HSA-5579029	1/34	4.449221e-01	9.841677e-01	0	0	1.738791e+00	1.408171e+00	CYP1B1
Reactome_2022	Protein-protein Interactions At Synapses R-HSA-6794362	2/88	4.470824e-01	9.841677e-01	0	0	1.334720e+00	1.074466e+00	HOMER1;SLITRK4
Reactome_2022	Interferon Signaling R-HSA-913531	4/200	4.494526e-01	9.841677e-01	0	0	1.171573e+00	9.369361e-01	PPM1B;VCAM1;IFI27;IFNG
Reactome_2022	Interferon Gamma Signaling R-HSA-877300	2/89	4.528437e-01	9.841677e-01	0	0	1.319311e+00	1.045169e+00	VCAM1;IFNG
Reactome_2022	Plasma Lipoprotein Clearance R-HSA-8964043	1/35	4.544579e-01	9.841677e-01	0	0	1.687564e+00	1.330898e+00	CES3
Reactome_2022	Gene And Protein Expression By JAK-STAT Signaling After Interleukin-12 Stimulation R-HSA-8950505	1/35	4.544579e-01	9.841677e-01	0	0	1.687564e+00	1.330898e+00	IFNG
Reactome_2022	Impaired BRCA2 Binding To RAD51 R-HSA-9709570	1/35	4.544579e-01	9.841677e-01	0	0	1.687564e+00	1.330898e+00	BRIP1
Reactome_2022	N-glycan Trimming In ER And Calnexin/Calreticulin Cycle R-HSA-532668	1/35	4.544579e-01	9.841677e-01	0	0	1.687564e+00	1.330898e+00	EDEM3
Reactome_2022	Collagen Formation R-HSA-1474290	2/90	4.585706e-01	9.841677e-01	0	0	1.304252e+00	1.016848e+00	COL17A1;COL23A1
Reactome_2022	Aberrant Regulation Of Mitotic Cell Cycle Due To RB1 Defects R-HSA-9687139	1/36	4.638303e-01	9.841677e-01	0	0	1.639265e+00	1.259343e+00	E2F3
Reactome_2022	RHOH GTPase Cycle R-HSA-9013407	1/36	4.638303e-01	9.841677e-01	0	0	1.639265e+00	1.259343e+00	ROCK1
Reactome_2022	Regulation Of TP53 Degradation R-HSA-6804757	1/36	4.638303e-01	9.841677e-01	0	0	1.639265e+00	1.259343e+00	RICTOR
Reactome_2022	Transcriptional Regulation By AP-2 (TFAP2) Family Of Transcription Factors R-HSA-8864260	1/36	4.638303e-01	9.841677e-01	0	0	1.639265e+00	1.259343e+00	DEK
Reactome_2022	Nuclear Pore Complex (NPC) Disassembly R-HSA-3301854	1/36	4.638303e-01	9.841677e-01	0	0	1.639265e+00	1.259343e+00	NEK7
Reactome_2022	EPH-Ephrin Signaling R-HSA-2682334	2/91	4.642627e-01	9.841677e-01	0	0	1.289532e+00	9.894637e-01	ROCK1;ADAM10
Reactome_2022	Post-translational Modification: Synthesis Of GPI-anchored Proteins R-HSA-163125	2/92	4.699195e-01	9.841677e-01	0	0	1.275138e+00	9.629767e-01	PIGA;MDGA1
Reactome_2022	Class B/2 (Secretin Family Receptors) R-HSA-373080	2/92	4.699195e-01	9.841677e-01	0	0	1.275138e+00	9.629767e-01	FZD7;PTCH1
Reactome_2022	Regulation Of TP53 Expression And Degradation R-HSA-6806003	1/37	4.730422e-01	9.841677e-01	0	0	1.593648e+00	1.192959e+00	RICTOR
Reactome_2022	Defective B3GALTL Causes PpS R-HSA-5083635	1/37	4.730422e-01	9.841677e-01	0	0	1.593648e+00	1.192959e+00	ADAMTS1
Reactome_2022	FLT3 Signaling R-HSA-9607240	1/37	4.730422e-01	9.841677e-01	0	0	1.593648e+00	1.192959e+00	SOCS6
Reactome_2022	Formation Of Fibrin Clot (Clotting Cascade) R-HSA-140877	1/37	4.730422e-01	9.841677e-01	0	0	1.593648e+00	1.192959e+00	THBD
Reactome_2022	HDR Thru Single Strand Annealing (SSA) R-HSA-5685938	1/37	4.730422e-01	9.841677e-01	0	0	1.593648e+00	1.192959e+00	BRIP1
Reactome_2022	Triglyceride Metabolism R-HSA-8979227	1/37	4.730422e-01	9.841677e-01	0	0	1.593648e+00	1.192959e+00	PLIN1
Reactome_2022	NCAM1 Interactions R-HSA-419037	1/37	4.730422e-01	9.841677e-01	0	0	1.593648e+00	1.192959e+00	CACNB4
Reactome_2022	Oxidative Stress Induced Senescence R-HSA-2559580	2/93	4.755405e-01	9.841677e-01	0	0	1.261062e+00	9.373510e-01	SUZ12;E2F3
Reactome_2022	Unattached Kinetochores Signal Amplification Via A MAD2 Inhibitory Signal R-HSA-141444	2/93	4.755405e-01	9.841677e-01	0	0	1.261062e+00	9.373510e-01	SGO2;ZWILCH
Reactome_2022	RAC3 GTPase Cycle R-HSA-9013423	2/93	4.755405e-01	9.841677e-01	0	0	1.261062e+00	9.373510e-01	NHS;LEMD3
Reactome_2022	VEGFA-VEGFR2 Pathway R-HSA-4420097	2/93	4.755405e-01	9.841677e-01	0	0	1.261062e+00	9.373510e-01	ROCK1;RICTOR
Reactome_2022	O-glycosylation Of TSR Domain-Containing Proteins R-HSA-5173214	1/38	4.820963e-01	9.841677e-01	0	0	1.550498e+00	1.131261e+00	ADAMTS1
Reactome_2022	Apoptotic Cleavage Of Cellular Proteins R-HSA-111465	1/38	4.820963e-01	9.841677e-01	0	0	1.550498e+00	1.131261e+00	ROCK1
Reactome_2022	Association Of TriC/CCT With Target Proteins During Biosynthesis R-HSA-390471	1/38	4.820963e-01	9.841677e-01	0	0	1.550498e+00	1.131261e+00	FBXL3
Reactome_2022	Diseases Of Mitotic Cell Cycle R-HSA-9675126	1/38	4.820963e-01	9.841677e-01	0	0	1.550498e+00	1.131261e+00	E2F3
Reactome_2022	P75 NTR Receptor-Mediated Signaling R-HSA-193704	2/95	4.866734e-01	9.841677e-01	0	0	1.233816e+00	8.885473e-01	ARHGEF17;ECT2
Reactome_2022	NGF-stimulated Transcription R-HSA-9031628	1/39	4.909952e-01	9.841677e-01	0	0	1.509618e+00	1.073823e+00	EGR2
Reactome_2022	Class A/1 (Rhodopsin-like Receptors) R-HSA-373076	6/327	4.912278e-01	9.841677e-01	0	0	1.072465e+00	7.623586e-01	GPNMB;CHRM5;LPAR1;GNRHR;ADORA1;CXCL5
Reactome_2022	Neuronal System R-HSA-112316	7/386	4.940230e-01	9.841677e-01	0	0	1.059697e+00	7.472696e-01	GABRR2;CACNB4;HOMER1;SLITRK4;RASGRF1;KCNA5;HTR3A
Reactome_2022	GPCR Downstream Signaling R-HSA-388396	11/619	4.953575e-01	9.841677e-01	0	0	1.038062e+00	7.292129e-01	RGS18;TAS2R40;GPNMB;ROCK1;ARHGEF17;CHRM5;LPAR1;GNRHR;ADORA1;ECT2;CXCL5
Reactome_2022	Amine Ligand-Binding Receptors R-HSA-375280	1/40	4.997417e-01	9.841677e-01	0	0	1.470835e+00	1.020265e+00	CHRM5
Reactome_2022	Presynaptic Phase Of Homologous DNA Pairing And Strand Exchange R-HSA-5693616	1/40	4.997417e-01	9.841677e-01	0	0	1.470835e+00	1.020265e+00	BRIP1
Reactome_2022	RNA Polymerase III Abortive And Retractive Initiation R-HSA-749476	1/40	4.997417e-01	9.841677e-01	0	0	1.470835e+00	1.020265e+00	NFIB
Reactome_2022	Class C/3 (Metabotropic Glutamate/Pheromone Receptors) R-HSA-420499	1/40	4.997417e-01	9.841677e-01	0	0	1.470835e+00	1.020265e+00	TAS2R40
Reactome_2022	Binding And Uptake Of Ligands By Scavenger Receptors R-HSA-2173782	1/41	5.083383e-01	9.841677e-01	0	0	1.433991e+00	9.702502e-01	COLEC12
Reactome_2022	Defective Homologous Recombination Repair (HRR) Due To BRCA2 Loss Of Function R-HSA-9701190	1/41	5.083383e-01	9.841677e-01	0	0	1.433991e+00	9.702502e-01	BRIP1
Reactome_2022	Intraflagellar Transport R-HSA-5620924	1/41	5.083383e-01	9.841677e-01	0	0	1.433991e+00	9.702502e-01	IFT81
Reactome_2022	Stimuli-sensing Channels R-HSA-2672351	2/100	5.138515e-01	9.841677e-01	0	0	1.170567e+00	7.793879e-01	ASPH;ANO5
Reactome_2022	Biological Oxidations R-HSA-211859	4/218	5.160438e-01	9.841677e-01	0	0	1.072037e+00	7.092208e-01	UGT2B11;CYP51A1;CYP1B1;CES3
Reactome_2022	PRC2 Methylates Histones And DNA R-HSA-212300	1/42	5.167876e-01	9.841677e-01	0	0	1.398945e+00	9.234760e-01	SUZ12
Reactome_2022	Activation Of Gene Expression By SREBF (SREBP) R-HSA-2426168	1/42	5.167876e-01	9.841677e-01	0	0	1.398945e+00	9.234760e-01	CYP51A1
Reactome_2022	RND1 GTPase Cycle R-HSA-9696273	1/42	5.167876e-01	9.841677e-01	0	0	1.398945e+00	9.234760e-01	LEMD3
Reactome_2022	Defective Pyroptosis R-HSA-9710421	1/42	5.167876e-01	9.841677e-01	0	0	1.398945e+00	9.234760e-01	SUZ12
Reactome_2022	Signaling By SCF-KIT R-HSA-1433557	1/42	5.167876e-01	9.841677e-01	0	0	1.398945e+00	9.234760e-01	SOCS6
Reactome_2022	Gamma Carboxylation, Hypusine Formation And Arylsulfatase Activation R-HSA-163841	1/42	5.167876e-01	9.841677e-01	0	0	1.398945e+00	9.234760e-01	DPH6
Reactome_2022	Signaling By VEGF R-HSA-194138	2/102	5.244544e-01	9.841677e-01	0	0	1.147038e+00	7.402948e-01	ROCK1;RICTOR
Reactome_2022	Retinoid Metabolism And Transport R-HSA-975634	1/43	5.250921e-01	9.841677e-01	0	0	1.365567e+00	8.796730e-01	LPL
Reactome_2022	Smooth Muscle Contraction R-HSA-445355	1/43	5.250921e-01	9.841677e-01	0	0	1.365567e+00	8.796730e-01	SORBS1
Reactome_2022	Homologous DNA Pairing And Strand Exchange R-HSA-5693579	1/43	5.250921e-01	9.841677e-01	0	0	1.365567e+00	8.796730e-01	BRIP1
Reactome_2022	Transport Of Vitamins, Nucleosides, And Related Molecules R-HSA-425397	1/43	5.250921e-01	9.841677e-01	0	0	1.365567e+00	8.796730e-01	SLCO4C1
Reactome_2022	Voltage Gated Potassium Channels R-HSA-1296072	1/43	5.250921e-01	9.841677e-01	0	0	1.365567e+00	8.796730e-01	KCNA5
Reactome_2022	Citric Acid (TCA) Cycle And Respiratory Electron Transport R-HSA-1428517	3/163	5.318698e-01	9.841677e-01	0	0	1.075202e+00	6.788359e-01	LDHC;NDUFA5;PDK4
