Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Regulation Of Intracellular Protein Transport (GO:0033157)	5/36	3.509350e-04	5.439492e-01	0	0	9.365337e+00	7.450041e+01	TENM1;IFI27;PDCD10;KIF20B;CEP290
GO_Biological_Process_2023	Regulation Of Protein Autophosphorylation (GO:0031952)	4/31	1.855255e-03	6.148641e-01	0	0	8.578608e+00	5.395715e+01	MOB1B;ERRFI1;GPNMB;PDGFC
GO_Biological_Process_2023	Regulation Of Amyloid-Beta Clearance (GO:1900221)	3/15	1.951980e-03	6.148641e-01	0	0	1.444485e+01	9.012015e+01	ROCK1;IFNG;CYP51A1
GO_Biological_Process_2023	Regulation Of Establishment Of Cell Polarity (GO:2000114)	3/17	2.844092e-03	6.148641e-01	0	0	1.238004e+01	7.257814e+01	SHTN1;ROCK1;KIF20B
GO_Biological_Process_2023	Embryonic Axis Specification (GO:0000578)	3/17	2.844092e-03	6.148641e-01	0	0	1.238004e+01	7.257814e+01	PTCH1;SMAD6;CXXC4
GO_Biological_Process_2023	Regulation Of Epidermal Cell Differentiation (GO:0045604)	3/18	3.369903e-03	6.148641e-01	0	0	1.155412e+01	6.577610e+01	ERRFI1;ROCK1;SGPP1
GO_Biological_Process_2023	Regulation Of Establishment Or Maintenance Of Cell Polarity (GO:0032878)	3/18	3.369903e-03	6.148641e-01	0	0	1.155412e+01	6.577610e+01	SHTN1;ROCK1;KIF20B
GO_Biological_Process_2023	Regulation Of Prostaglandin Biosynthetic Process (GO:0031392)	2/6	4.202887e-03	6.148641e-01	0	0	2.881672e+01	1.576846e+02	PTGS2;PIBF1
GO_Biological_Process_2023	Positive Regulation Of Intracellular Transport (GO:0032388)	4/39	4.356008e-03	6.148641e-01	0	0	6.615086e+00	3.596093e+01	TENM1;PDCD10;KIF20B;CEP290
GO_Biological_Process_2023	Positive Regulation Of Intracellular Protein Transport (GO:0090316)	7/126	6.087678e-03	6.148641e-01	0	0	3.420518e+00	1.744973e+01	TENM1;TCAF1;IFNG;PDCD10;KIF20B;ECT2;CEP290
GO_Biological_Process_2023	Positive Regulation Of Protein Transport (GO:0051222)	5/70	7.019228e-03	6.148641e-01	0	0	4.458807e+00	2.211168e+01	TENM1;PDCD10;KIF20B;CEP290;EXPH5
GO_Biological_Process_2023	Positive Regulation Of Smooth Muscle Cell Apoptotic Process (GO:0034393)	2/8	7.669170e-03	6.148641e-01	0	0	1.920919e+01	9.355925e+01	IFNG;E2F3
GO_Biological_Process_2023	Regulation Of Synapse Organization (GO:0050807)	3/25	8.694360e-03	6.148641e-01	0	0	7.875000e+00	3.736751e+01	TANC1;SLITRK4;MDGA1
GO_Biological_Process_2023	Regulation Of Keratinocyte Differentiation (GO:0045616)	3/26	9.705421e-03	6.148641e-01	0	0	7.532225e+00	3.491240e+01	ERRFI1;ROCK1;SGPP1
GO_Biological_Process_2023	Heterophilic Cell-Cell Adhesion Via Plasma Membrane Cell Adhesion Molecules (GO:0007157)	4/49	9.818900e-03	6.148641e-01	0	0	5.142445e+00	2.377582e+01	TENM1;ALCAM;VCAM1;CEACAM6
GO_Biological_Process_2023	Cellular Response To Cholesterol (GO:0071397)	2/10	1.204938e-02	6.148641e-01	0	0	1.440543e+01	6.365386e+01	GRAMD1C;PTCH1
GO_Biological_Process_2023	Protein Prenylation (GO:0018342)	2/10	1.204938e-02	6.148641e-01	0	0	1.440543e+01	6.365386e+01	PTAR1;CHML
GO_Biological_Process_2023	Neuron Projection Morphogenesis (GO:0048812)	7/146	1.311884e-02	6.148641e-01	0	0	2.925360e+00	1.267765e+01	SHTN1;ALCAM;ROCK1;SLITRK4;KIF20B;S100B;ZDHHC17
GO_Biological_Process_2023	Positive Regulation Of Phosphate Metabolic Process (GO:0045937)	3/30	1.441257e-02	6.148641e-01	0	0	6.415033e+00	2.719752e+01	ROCK1;IFNG;FZD7
GO_Biological_Process_2023	Cytidine To Uridine Editing (GO:0016554)	2/11	1.456151e-02	6.148641e-01	0	0	1.280417e+01	5.415362e+01	RBM47;APOBEC3B
GO_Biological_Process_2023	Intrinsic Apoptotic Signaling Pathway In Response To Oxidative Stress (GO:0008631)	2/11	1.456151e-02	6.148641e-01	0	0	1.280417e+01	5.415362e+01	PDCD10;CYP1B1
GO_Biological_Process_2023	Positive Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071902)	6/117	1.556044e-02	6.148641e-01	0	0	3.135135e+00	1.305164e+01	TENM1;IFNG;PDCD10;PDGFC;SPDYA;TPD52L1
GO_Biological_Process_2023	Negative Regulation Of Epidermal Growth Factor-Activated Receptor Activity (GO:0007175)	2/12	1.727771e-02	6.148641e-01	0	0	1.152317e+01	4.676491e+01	ERRFI1;SOCS6
GO_Biological_Process_2023	Positive Regulation Of Neuron Migration (GO:2001224)	2/12	1.727771e-02	6.148641e-01	0	0	1.152317e+01	4.676491e+01	SHTN1;KIF20B
GO_Biological_Process_2023	Regulation Of Nitrogen Compound Metabolic Process (GO:0051171)	2/13	2.019029e-02	6.148641e-01	0	0	1.047507e+01	4.087954e+01	PM20D2;IFNG
GO_Biological_Process_2023	Positive Regulation Of MAP Kinase Activity (GO:0043406)	5/91	2.020966e-02	6.148641e-01	0	0	3.366417e+00	1.313439e+01	TENM1;PDCD10;PDGFC;TPD52L1;SASH1
GO_Biological_Process_2023	Fat Cell Differentiation (GO:0045444)	4/62	2.176140e-02	6.148641e-01	0	0	3.987183e+00	1.526141e+01	OSBPL8;EGR2;INHBB;SMAD6
GO_Biological_Process_2023	G1/S Transition Of Mitotic Cell Cycle (GO:0000082)	4/63	2.293228e-02	6.148641e-01	0	0	3.919404e+00	1.479657e+01	SPDYA;E2F3;BACH1;CDK14
GO_Biological_Process_2023	Contractile Actin Filament Bundle Assembly (GO:0030038)	2/14	2.329175e-02	6.148641e-01	0	0	9.601662e+00	3.609895e+01	PDCD10;SORBS1
GO_Biological_Process_2023	Stress Fiber Assembly (GO:0043149)	2/14	2.329175e-02	6.148641e-01	0	0	9.601662e+00	3.609895e+01	PDCD10;SORBS1
GO_Biological_Process_2023	Negative Regulation Of Single Stranded Viral RNA Replication Via Double Stranded DNA Intermediate (GO:0045869)	2/14	2.329175e-02	6.148641e-01	0	0	9.601662e+00	3.609895e+01	RESF1;APOBEC3B
GO_Biological_Process_2023	Central Nervous System Development (GO:0007417)	10/283	2.475861e-02	6.148641e-01	0	0	2.132242e+00	7.886272e+00	EGR2;PPP1R17;NFIB;PTCH1;PDGFC;LIG4;SERPINI1;JRKL;S100B;MDGA1
GO_Biological_Process_2023	Regulation Of Dephosphorylation (GO:0035303)	2/15	2.657480e-02	6.148641e-01	0	0	8.862621e+00	3.215175e+01	PPP1R17;ROCK1
GO_Biological_Process_2023	Cellular Response To Sterol (GO:0036315)	2/15	2.657480e-02	6.148641e-01	0	0	8.862621e+00	3.215175e+01	GRAMD1C;PTCH1
GO_Biological_Process_2023	Protein Localization To Microtubule Organizing Center (GO:1905508)	2/15	2.657480e-02	6.148641e-01	0	0	8.862621e+00	3.215175e+01	SNX10;PIBF1
GO_Biological_Process_2023	G2/M Transition Of Mitotic Cell Cycle (GO:0000086)	3/38	2.709821e-02	6.148641e-01	0	0	4.946723e+00	1.784920e+01	TPD52L1;BACH1;CDK14
GO_Biological_Process_2023	Positive Regulation Of Cytokinesis (GO:0032467)	3/39	2.899340e-02	6.148641e-01	0	0	4.809069e+00	1.702741e+01	MAP10;ECT2;KIF20B
GO_Biological_Process_2023	Negative Regulation Of RNA Biosynthetic Process (GO:1902679)	2/16	3.003233e-02	6.148641e-01	0	0	8.229158e+00	2.884715e+01	RESF1;APOBEC3B
GO_Biological_Process_2023	Negative Regulation Of Anoikis (GO:2000811)	2/16	3.003233e-02	6.148641e-01	0	0	8.229158e+00	2.884715e+01	CEACAM6;PDK4
GO_Biological_Process_2023	Protein Localization To Plasma Membrane (GO:0072659)	6/137	3.091234e-02	6.148641e-01	0	0	2.653770e+00	9.226098e+00	HYCC2;ROCK1;PTCH1;FCHO2;KCNIP4;ASB3
GO_Biological_Process_2023	Regulation Of Microtubule-Based Process (GO:0032886)	3/41	3.298875e-02	6.148641e-01	0	0	4.555495e+00	1.554148e+01	MAP10;ROCK1;TRIM36
GO_Biological_Process_2023	Base Conversion Or Substitution Editing (GO:0016553)	2/17	3.365744e-02	6.148641e-01	0	0	7.680156e+00	2.604741e+01	RBM47;APOBEC3B
GO_Biological_Process_2023	Regulation Of Single Stranded Viral RNA Replication Via Double Stranded DNA Intermediate (GO:0045091)	2/17	3.365744e-02	6.148641e-01	0	0	7.680156e+00	2.604741e+01	RESF1;APOBEC3B
GO_Biological_Process_2023	Leukocyte Tethering Or Rolling (GO:0050901)	2/17	3.365744e-02	6.148641e-01	0	0	7.680156e+00	2.604741e+01	VCAM1;ROCK1
GO_Biological_Process_2023	Protein Localization To Centrosome (GO:0071539)	2/17	3.365744e-02	6.148641e-01	0	0	7.680156e+00	2.604741e+01	SNX10;PIBF1
GO_Biological_Process_2023	Nervous System Development (GO:0007399)	13/433	3.693623e-02	6.148641e-01	0	0	1.804336e+00	5.951716e+00	TENM1;EGR2;PPP1R17;LPAR1;LIG4;JRKL;S100B;ALDH1A2;PDGFC;ADORA1;SERPINI1;ECT2;MDGA1
GO_Biological_Process_2023	Positive Regulation Of Cell Division (GO:0051781)	3/43	3.725527e-02	6.148641e-01	0	0	4.327279e+00	1.423658e+01	MAP10;ECT2;KIF20B
GO_Biological_Process_2023	Actin Filament Capping (GO:0051693)	2/18	3.744339e-02	6.148641e-01	0	0	7.199780e+00	2.365074e+01	EPS8;TWF1
GO_Biological_Process_2023	Barbed-End Actin Filament Capping (GO:0051016)	2/18	3.744339e-02	6.148641e-01	0	0	7.199780e+00	2.365074e+01	EPS8;TWF1
GO_Biological_Process_2023	Response To Cholesterol (GO:0070723)	2/18	3.744339e-02	6.148641e-01	0	0	7.199780e+00	2.365074e+01	GRAMD1C;PTCH1
GO_Biological_Process_2023	Intracellular Lipid Transport (GO:0032365)	2/18	3.744339e-02	6.148641e-01	0	0	7.199780e+00	2.365074e+01	GRAMD1C;SGPP1
GO_Biological_Process_2023	Positive Regulation Of Cyclin-Dependent Protein Kinase Activity (GO:1904031)	2/18	3.744339e-02	6.148641e-01	0	0	7.199780e+00	2.365074e+01	SPDYA;STOX1
GO_Biological_Process_2023	Regulation Of Cellular Response To Growth Factor Stimulus (GO:0090287)	2/19	4.138363e-02	6.148641e-01	0	0	6.775919e+00	2.158042e+01	TWSG1;ZDHHC17
GO_Biological_Process_2023	Regulation Of Tissue Remodeling (GO:0034103)	2/19	4.138363e-02	6.148641e-01	0	0	6.775919e+00	2.158042e+01	GPNMB;LEPR
GO_Biological_Process_2023	Leukocyte Adhesion To Vascular Endothelial Cell (GO:0061756)	2/19	4.138363e-02	6.148641e-01	0	0	6.775919e+00	2.158042e+01	VCAM1;ROCK1
GO_Biological_Process_2023	Negative Regulation Of Telomere Maintenance Via Telomerase (GO:0032211)	2/19	4.138363e-02	6.148641e-01	0	0	6.775919e+00	2.158042e+01	TENM1;DCP2
GO_Biological_Process_2023	Regulation Of Ras Protein Signal Transduction (GO:0046578)	4/76	4.164379e-02	6.148641e-01	0	0	3.209603e+00	1.020205e+01	EPS8;SYDE2;PDCD10;RASGRF1
GO_Biological_Process_2023	Regulation Of Cell Population Proliferation (GO:0042127)	20/766	4.183365e-02	6.148641e-01	0	0	1.569651e+00	4.982158e+00	MINAR1;TENM1;TIPIN;TNFRSF9;ADAM10;SMAD6;S100B;NUDT6;CXCL5;GPNMB;IFNG;PDCD10;CEACAM6;ADAMTS1;RB1CC1;ALDH1A2;PDGFC;SPDYA;CYP1B1;KIF20B
GO_Biological_Process_2023	Mitotic Cell Cycle Phase Transition (GO:0044772)	5/111	4.243223e-02	6.148641e-01	0	0	2.728453e+00	8.621493e+00	EPS8;SPDYA;E2F3;TPD52L1;CDK14
GO_Biological_Process_2023	Cell Morphogenesis Involved In Neuron Differentiation (GO:0048667)	4/77	4.335554e-02	6.148641e-01	0	0	3.165475e+00	9.934275e+00	SHTN1;SLITRK4;S100B;ZDHHC17
GO_Biological_Process_2023	T Cell Differentiation (GO:0030217)	3/46	4.415614e-02	6.148641e-01	0	0	4.024761e+00	1.255735e+01	USP44;LEPR;LIG4
GO_Biological_Process_2023	Regulation Of Phosphatase Activity (GO:0010921)	2/20	4.547180e-02	6.148641e-01	0	0	6.399153e+00	1.977762e+01	PPP1R17;ROCK1
GO_Biological_Process_2023	Peripheral Nervous System Development (GO:0007422)	2/20	4.547180e-02	6.148641e-01	0	0	6.399153e+00	1.977762e+01	EGR2;SERPINI1
GO_Biological_Process_2023	Positive Regulation Of Cell Migration (GO:0030335)	9/272	4.570545e-02	6.148641e-01	0	0	1.987045e+00	6.131102e+00	SHTN1;GPNMB;IFNG;SEMA3C;PDCD10;CEACAM6;PDGFC;ADAM10;KIF20B
GO_Biological_Process_2023	Regulation Of Membrane Protein Ectodomain Proteolysis (GO:0051043)	2/21	4.970169e-02	6.148641e-01	0	0	6.062047e+00	1.819654e+01	ROCK1;IFNG
GO_Biological_Process_2023	Positive Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010971)	2/21	4.970169e-02	6.148641e-01	0	0	6.062047e+00	1.819654e+01	RRM2B;STOX1
GO_Biological_Process_2023	Regulation Of Anoikis (GO:2000209)	2/21	4.970169e-02	6.148641e-01	0	0	6.062047e+00	1.819654e+01	CEACAM6;PDK4
GO_Biological_Process_2023	Positive Regulation Of Nervous System Development (GO:0051962)	3/49	5.164547e-02	6.148641e-01	0	0	3.761701e+00	1.114725e+01	IFNG;SLITRK4;LIG4
GO_Biological_Process_2023	Positive Regulation Of Cell Cycle Process (GO:0090068)	5/118	5.270157e-02	6.148641e-01	0	0	2.558517e+00	7.529997e+00	MAP10;RRM2B;NCAPG;KIF20B;ECT2
GO_Biological_Process_2023	Positive Regulation Of Phosphatase Activity (GO:0010922)	2/22	5.406727e-02	6.148641e-01	0	0	5.758651e+00	1.680102e+01	ROCK1;IFNG
GO_Biological_Process_2023	Positive Regulation Of Protein Autophosphorylation (GO:0031954)	2/22	5.406727e-02	6.148641e-01	0	0	5.758651e+00	1.680102e+01	GPNMB;PDGFC
GO_Biological_Process_2023	Regulation Of Telomere Maintenance Via Telomerase (GO:0032210)	3/51	5.695680e-02	6.148641e-01	0	0	3.604596e+00	1.032883e+01	TENM1;NEK7;DCP2
GO_Biological_Process_2023	Negative Regulation Of Epidermal Growth Factor Receptor Signaling Pathway (GO:0042059)	2/23	5.856267e-02	6.148641e-01	0	0	5.484150e+00	1.556214e+01	ERRFI1;SOCS6
GO_Biological_Process_2023	Negative Regulation Of Lymphocyte Activation (GO:0051250)	2/23	5.856267e-02	6.148641e-01	0	0	5.484150e+00	1.556214e+01	GPNMB;PIBF1
GO_Biological_Process_2023	Negative Regulation Of Protein Tyrosine Kinase Activity (GO:0061099)	2/23	5.856267e-02	6.148641e-01	0	0	5.484150e+00	1.556214e+01	ERRFI1;SOCS6
GO_Biological_Process_2023	Rho Protein Signal Transduction (GO:0007266)	3/52	5.970585e-02	6.148641e-01	0	0	3.530852e+00	9.951090e+00	EPS8;SHTN1;ROCK1
GO_Biological_Process_2023	Positive Regulation Of Protein Phosphorylation (GO:0001934)	11/377	6.144314e-02	6.148641e-01	0	0	1.746338e+00	4.871659e+00	MOB1B;TENM1;TWSG1;GPNMB;PDCD10;RB1CC1;PDGFC;SPDYA;LEPR;INHBB;STOX1
GO_Biological_Process_2023	Outflow Tract Septum Morphogenesis (GO:0003148)	2/24	6.318218e-02	6.148641e-01	0	0	5.234604e+00	1.445658e+01	SEMA3C;SMAD6
GO_Biological_Process_2023	Positive Regulation Of Cell Cycle G2/M Phase Transition (GO:1902751)	2/24	6.318218e-02	6.148641e-01	0	0	5.234604e+00	1.445658e+01	RRM2B;STOX1
GO_Biological_Process_2023	Positive Regulation Of Vascular Endothelial Growth Factor Production (GO:0010575)	2/24	6.318218e-02	6.148641e-01	0	0	5.234604e+00	1.445658e+01	CYP1B1;PTGS2
GO_Biological_Process_2023	Regulation Of Actin Nucleation (GO:0051125)	2/24	6.318218e-02	6.148641e-01	0	0	5.234604e+00	1.445658e+01	WASHC4;WASHC2A
GO_Biological_Process_2023	Negative Regulation Of Cell Population Proliferation (GO:0008285)	11/379	6.329587e-02	6.148641e-01	0	0	1.736667e+00	4.793088e+00	MINAR1;TENM1;GPNMB;IFNG;ADAMTS1;RB1CC1;ALDH1A2;CYP1B1;E2F3;SMAD6;NUDT6
GO_Biological_Process_2023	Regulation Of Angiogenesis (GO:0045765)	7/205	6.384271e-02	6.148641e-01	0	0	2.047454e+00	5.633227e+00	MINAR1;GPNMB;ROCK1;PDCD10;ADAMTS1;CYP1B1;SASH1
GO_Biological_Process_2023	Positive Regulation Of Peptidyl-Serine Phosphorylation (GO:0033138)	4/89	6.692218e-02	6.148641e-01	0	0	2.716918e+00	7.347158e+00	TENM1;IFNG;PDCD10;STOX1
GO_Biological_Process_2023	Regulation Of Postsynapse Organization (GO:0099175)	2/25	6.792026e-02	6.148641e-01	0	0	5.006758e+00	1.346528e+01	TANC1;HOMER1
GO_Biological_Process_2023	Negative Regulation Of Signaling Receptor Activity (GO:2000272)	2/25	6.792026e-02	6.148641e-01	0	0	5.006758e+00	1.346528e+01	ERRFI1;SOCS6
GO_Biological_Process_2023	Negative Regulation Of Telomere Maintenance Via Telomere Lengthening (GO:1904357)	2/25	6.792026e-02	6.148641e-01	0	0	5.006758e+00	1.346528e+01	TENM1;DCP2
GO_Biological_Process_2023	Positive Regulation Of Glucose Import (GO:0046326)	2/25	6.792026e-02	6.148641e-01	0	0	5.006758e+00	1.346528e+01	OSBPL8;SORBS1
GO_Biological_Process_2023	Regulation Of Cation Channel Activity (GO:2001257)	3/56	7.130621e-02	6.148641e-01	0	0	3.263707e+00	8.618706e+00	CACNB4;HOMER1;CABP5
GO_Biological_Process_2023	Regulation Of Actin Cytoskeleton Organization (GO:0032956)	4/91	7.138368e-02	6.148641e-01	0	0	2.654189e+00	7.006226e+00	EPS8;ROCK1;TWF1;RICTOR
GO_Biological_Process_2023	Regulation Of Epidermal Growth Factor-Activated Receptor Activity (GO:0007176)	2/26	7.277150e-02	6.148641e-01	0	0	4.797898e+00	1.257256e+01	ERRFI1;SOCS6
GO_Biological_Process_2023	Camera-Type Eye Development (GO:0043010)	2/26	7.277150e-02	6.148641e-01	0	0	4.797898e+00	1.257256e+01	CYP1B1;CEP290
GO_Biological_Process_2023	Regulation Of Transcription By RNA Polymerase III (GO:0006359)	2/26	7.277150e-02	6.148641e-01	0	0	4.797898e+00	1.257256e+01	TENM1;DEK
GO_Biological_Process_2023	Regulation Of Vascular Endothelial Growth Factor Production (GO:0010574)	2/26	7.277150e-02	6.148641e-01	0	0	4.797898e+00	1.257256e+01	CYP1B1;PTGS2
GO_Biological_Process_2023	Response To Organic Cyclic Compound (GO:0014070)	3/58	7.745699e-02	6.148641e-01	0	0	3.144706e+00	8.044260e+00	ADORA1;CYP1B1;PMAIP1
GO_Biological_Process_2023	Positive Regulation Of Filopodium Assembly (GO:0051491)	2/27	7.773066e-02	6.148641e-01	0	0	4.605748e+00	1.176541e+01	TENM1;PALM
GO_Biological_Process_2023	Positive Regulation Of Nitric Oxide Biosynthetic Process (GO:0045429)	2/27	7.773066e-02	6.148641e-01	0	0	4.605748e+00	1.176541e+01	IFNG;PTGS2
GO_Biological_Process_2023	Chordate Embryonic Development (GO:0043009)	3/59	8.061691e-02	6.148641e-01	0	0	3.088393e+00	7.776718e+00	ALDH1A2;PTCH1;LIG4
GO_Biological_Process_2023	Mitotic Cytokinesis (GO:0000281)	3/59	8.061691e-02	6.148641e-01	0	0	3.088393e+00	7.776718e+00	ROCK1;TRIM36;ECT2
GO_Biological_Process_2023	Regulation Of Glucose Metabolic Process (GO:0010906)	2/28	8.279263e-02	6.148641e-01	0	0	4.428378e+00	1.103293e+01	PDK4;PMAIP1
GO_Biological_Process_2023	Regulation Of Lipid Biosynthetic Process (GO:0046890)	2/28	8.279263e-02	6.148641e-01	0	0	4.428378e+00	1.103293e+01	PDK4;SORBS1
GO_Biological_Process_2023	Cell-Substrate Junction Assembly (GO:0007044)	2/28	8.279263e-02	6.148641e-01	0	0	4.428378e+00	1.103293e+01	COL17A1;SORBS1
GO_Biological_Process_2023	Negative Regulation Of Mitotic Metaphase/Anaphase Transition (GO:0045841)	2/28	8.279263e-02	6.148641e-01	0	0	4.428378e+00	1.103293e+01	ZWILCH;USP44
GO_Biological_Process_2023	Positive Regulation Of Fibroblast Proliferation (GO:0048146)	2/28	8.279263e-02	6.148641e-01	0	0	4.428378e+00	1.103293e+01	PDGFC;LIG4
GO_Biological_Process_2023	Positive Regulation Of Nitric Oxide Metabolic Process (GO:1904407)	2/28	8.279263e-02	6.148641e-01	0	0	4.428378e+00	1.103293e+01	IFNG;PTGS2
GO_Biological_Process_2023	Positive Regulation Of Protein Import Into Nucleus (GO:0042307)	2/28	8.279263e-02	6.148641e-01	0	0	4.428378e+00	1.103293e+01	IFNG;ECT2
GO_Biological_Process_2023	Regulation Of Fat Cell Proliferation (GO:0070344)	1/5	8.286650e-02	6.148641e-01	0	0	1.436623e+01	3.577944e+01	E2F3
GO_Biological_Process_2023	TORC2 Signaling (GO:0038203)	1/5	8.286650e-02	6.148641e-01	0	0	1.436623e+01	3.577944e+01	RICTOR
GO_Biological_Process_2023	Regulation Of Mitotic Spindle Checkpoint (GO:1903504)	1/5	8.286650e-02	6.148641e-01	0	0	1.436623e+01	3.577944e+01	USP44
GO_Biological_Process_2023	Bundle Of His cell-Purkinje Myocyte Adhesion Involved In Cell Communication (GO:0086073)	1/5	8.286650e-02	6.148641e-01	0	0	1.436623e+01	3.577944e+01	DSP
GO_Biological_Process_2023	Regulation Of Protein Autoubiquitination (GO:1902498)	1/5	8.286650e-02	6.148641e-01	0	0	1.436623e+01	3.577944e+01	SASH1
GO_Biological_Process_2023	Regulation Of Renal Sodium Excretion (GO:0035813)	1/5	8.286650e-02	6.148641e-01	0	0	1.436623e+01	3.577944e+01	CORIN
GO_Biological_Process_2023	Cellular Lipid Biosynthetic Process (GO:0097384)	1/5	8.286650e-02	6.148641e-01	0	0	1.436623e+01	3.577944e+01	FAR1
GO_Biological_Process_2023	Regulation Of Vitamin D Biosynthetic Process (GO:0060556)	1/5	8.286650e-02	6.148641e-01	0	0	1.436623e+01	3.577944e+01	IFNG
GO_Biological_Process_2023	Chitin Catabolic Process (GO:0006032)	1/5	8.286650e-02	6.148641e-01	0	0	1.436623e+01	3.577944e+01	CHIT1
GO_Biological_Process_2023	Chitin Metabolic Process (GO:0006030)	1/5	8.286650e-02	6.148641e-01	0	0	1.436623e+01	3.577944e+01	CHIT1
GO_Biological_Process_2023	Response To Angiotensin (GO:1990776)	1/5	8.286650e-02	6.148641e-01	0	0	1.436623e+01	3.577944e+01	ROCK1
GO_Biological_Process_2023	Double-Strand Break Repair Via Classical Nonhomologous End Joining (GO:0097680)	1/5	8.286650e-02	6.148641e-01	0	0	1.436623e+01	3.577944e+01	LIG4
GO_Biological_Process_2023	Thiamine-Containing Compound Metabolic Process (GO:0042723)	1/5	8.286650e-02	6.148641e-01	0	0	1.436623e+01	3.577944e+01	SLC19A2
GO_Biological_Process_2023	Glycerol Ether Biosynthetic Process (GO:0046504)	1/5	8.286650e-02	6.148641e-01	0	0	1.436623e+01	3.577944e+01	FAR1
GO_Biological_Process_2023	Ventricular Compact Myocardium Morphogenesis (GO:0003223)	1/5	8.286650e-02	6.148641e-01	0	0	1.436623e+01	3.577944e+01	DSP
GO_Biological_Process_2023	Immunoglobulin V(D)J Recombination (GO:0033152)	1/5	8.286650e-02	6.148641e-01	0	0	1.436623e+01	3.577944e+01	LIG4
GO_Biological_Process_2023	Metanephric Collecting Duct Development (GO:0072205)	1/5	8.286650e-02	6.148641e-01	0	0	1.436623e+01	3.577944e+01	PTCH1
GO_Biological_Process_2023	Negative Regulation Of Cardiac Muscle Cell Differentiation (GO:2000726)	1/5	8.286650e-02	6.148641e-01	0	0	1.436623e+01	3.577944e+01	FZD7
GO_Biological_Process_2023	Negative Regulation Of Sequestering Of Triglyceride (GO:0010891)	1/5	8.286650e-02	6.148641e-01	0	0	1.436623e+01	3.577944e+01	OSBPL8
GO_Biological_Process_2023	Peptidyl-Diphthamide Biosynthetic Process From Peptidyl-Histidine (GO:0017183)	1/5	8.286650e-02	6.148641e-01	0	0	1.436623e+01	3.577944e+01	DPH6
GO_Biological_Process_2023	Peptidyl-Diphthamide Metabolic Process (GO:0017182)	1/5	8.286650e-02	6.148641e-01	0	0	1.436623e+01	3.577944e+01	DPH6
GO_Biological_Process_2023	Plasma Membrane Raft Organization (GO:0044857)	1/5	8.286650e-02	6.148641e-01	0	0	1.436623e+01	3.577944e+01	COLEC12
GO_Biological_Process_2023	Podocyte Cell Migration (GO:0090521)	1/5	8.286650e-02	6.148641e-01	0	0	1.436623e+01	3.577944e+01	ROCK1
GO_Biological_Process_2023	Positive Regulation Of CD4-positive, CD25-positive, Alpha-Beta Regulatory T Cell Differentiation (GO:0032831)	1/5	8.286650e-02	6.148641e-01	0	0	1.436623e+01	3.577944e+01	IFNG
GO_Biological_Process_2023	Positive Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:1902043)	1/5	8.286650e-02	6.148641e-01	0	0	1.436623e+01	3.577944e+01	PMAIP1
GO_Biological_Process_2023	Positive Regulation Of Fever Generation (GO:0031622)	1/5	8.286650e-02	6.148641e-01	0	0	1.436623e+01	3.577944e+01	PTGS2
GO_Biological_Process_2023	Positive Regulation Of Killing Of Cells Of Another Organism (GO:0051712)	1/5	8.286650e-02	6.148641e-01	0	0	1.436623e+01	3.577944e+01	IFNG
GO_Biological_Process_2023	Positive Regulation Of Mitotic Cytokinesis (GO:1903490)	1/5	8.286650e-02	6.148641e-01	0	0	1.436623e+01	3.577944e+01	KIF20B
GO_Biological_Process_2023	Protein Geranylgeranylation (GO:0018344)	1/5	8.286650e-02	6.148641e-01	0	0	1.436623e+01	3.577944e+01	CHML
GO_Biological_Process_2023	Regulation Of Calcidiol 1-Monooxygenase Activity (GO:0060558)	1/5	8.286650e-02	6.148641e-01	0	0	1.436623e+01	3.577944e+01	IFNG
GO_Biological_Process_2023	Extracellular Matrix Organization (GO:0030198)	6/176	8.313657e-02	6.148641e-01	0	0	2.040880e+00	5.076220e+00	COL17A1;ADAMTS1;COL23A1;CYP1B1;ADAM10;NID2
GO_Biological_Process_2023	BMP Signaling Pathway (GO:0030509)	3/61	8.710111e-02	6.148641e-01	0	0	2.981592e+00	7.277130e+00	USP9Y;INHBB;SMAD6
GO_Biological_Process_2023	Regulation Of Pathway-Restricted SMAD Protein Phosphorylation (GO:0060393)	3/61	8.710111e-02	6.148641e-01	0	0	2.981592e+00	7.277130e+00	TWSG1;INHBB;SMAD6
GO_Biological_Process_2023	Regulation Of Neuron Migration (GO:2001222)	2/29	8.795245e-02	6.148641e-01	0	0	4.264147e+00	1.036597e+01	SHTN1;KIF20B
GO_Biological_Process_2023	Regulation Of Striated Muscle Contraction (GO:0006942)	2/29	8.795245e-02	6.148641e-01	0	0	4.264147e+00	1.036597e+01	MYBPH;ASB3
GO_Biological_Process_2023	Regulation Of Voltage-Gated Calcium Channel Activity (GO:1901385)	2/29	8.795245e-02	6.148641e-01	0	0	4.264147e+00	1.036597e+01	CACNB4;CABP5
GO_Biological_Process_2023	Heterotypic Cell-Cell Adhesion (GO:0034113)	2/29	8.795245e-02	6.148641e-01	0	0	4.264147e+00	1.036597e+01	DSP;VCAM1
